n_states,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,ml_prob_threshold,ml_threshold_used,ml_auto_threshold,ml_target_exposure,train_avg_exposure,test_avg_exposure,train_avg_exposure_raw,test_avg_exposure_raw,rebalance_min_threshold,cost_aware_rebalance,cost_aware_rebalance_multiplier,cost_aware_alpha_lookback,gate_threshold_skips,gate_cost_skips,gate_threshold_skip_ratio,gate_cost_skip_ratio,gate_annualized_turnover_raw,gate_annualized_turnover_gated,gate_annualized_cost_drag_raw,gate_annualized_cost_drag_gated,gate_mean_order_size_raw,gate_mean_order_size_gated,gate_median_order_size_raw,gate_median_order_size_gated,gate_p90_order_size_raw,gate_p90_order_size_gated
4.0,200.0,4.0,40.0,0.55,0.42833867085865673,1.0,0.15,0.14999863057909718,0.12919680067563444,0.1499999999995845,0.12919734547372808,0.001,0.0,1.0,20.0,319.0,0.0,0.07009448472863107,0.0,11.349799914276318,11.348010282193973,0.011349799914276319,0.011348010282193973,0.045038888548715544,0.04503178683410307,0.030699487005604077,0.03066454997683584,0.1101872546748323,0.1101872546748323
