ema1_period,ema2_period,ema3_period,total_return,annualized_return,max_drawdown,volatility,sharpe_ratio,sortino_ratio,information_ratio,tail_ratio,deflated_sharpe_ratio,ulcer_index,total_trades,win_rate,profit_factor,expectancy,avg_win_amount,avg_loss_amount,payoff_ratio,trades_per_year
7,140,109,-0.930133397402308,-0.5408168869379482,-0.9690382235503104,0.8162574863385629,-0.5493468154808874,-0.812954872081863,,,,0.6727031905889503,12,33.33333333333333,0.29315839097108964,-0.11991262478533883,0.14919916296729557,0.25446851866165604,0.5863167819421793,2.4255672385168787
7,140,112,-0.926850579534544,-0.5346088838938166,-0.9698913994994804,0.8127434949763656,-0.5386525585622536,-0.7967301008130232,,,,0.6775747407037646,12,33.33333333333333,0.2952512010989824,-0.1187101362126642,0.14919916296729555,0.25266478580264407,0.5905024021979648,2.4255672385168787
7,140,115,-0.9304847705003008,-0.5414934951706589,-0.9700792370557164,0.8118234106287705,-0.5584952822012904,-0.825391720202348,,,,0.682355141443093,12,33.33333333333333,0.297143997516961,-0.11974217350334855,0.1518689517360128,0.2555477361230292,0.594287995033922,2.4255672385168787
7,140,118,-0.9366753890245283,-0.5538320435194934,-0.9725871592699663,0.8596857292492035,-0.5125600374772636,-0.7575130818499434,,,,0.695178759717322,11,36.36363636363637,0.2972153392354648,-0.12886151844932014,0.1498666101594749,0.288134734797203,0.5201268436620634,2.223436635307139
7,140,121,-0.9163936569825081,-0.5160622313646528,-0.9697556560051365,0.8546111438947097,-0.4262954710082065,-0.6346858143664513,,,,0.6840615364125975,10,40.0,0.3331643187799005,-0.11998452108415832,0.1498666101594749,0.29988527524658043,0.49974647816985074,2.021306032097399
7,140,124,-0.8975054432251085,-0.4863566227754764,-0.9661006161131204,0.8554776125956278,-0.3555122453665223,-0.5307396405029602,,,,0.6636396438408176,10,40.0,0.3878318092722143,-0.10376381936654107,0.16434580566035878,0.2825035693844743,0.5817477139083214,2.021306032097399
7,143,100,-0.9359122696675481,-0.5522661803769231,-0.9714847504040541,0.8154572437531696,-0.5815840698331605,-0.8600054890596005,,,,0.6840970311394222,14,42.857142857142854,0.293420634141153,-0.10379730152171793,0.10057558076926644,0.2570769632399562,0.391227512188204,2.8298284449363584
7,143,103,-0.9344189212512679,-0.5492397081210297,-0.9691138834376188,0.8157914895906483,-0.5728033951060341,-0.8475913431506106,,,,0.6662217172386115,14,35.714285714285715,0.3149529768033286,-0.10080508440760513,0.1297674596646184,0.22890094222550714,0.5669153582459915,2.8298284449363584
7,143,106,-0.9396846176400518,-0.5601401682217855,-0.9715938199612193,0.8167429970248143,-0.6010526725476224,-0.8877244858446061,,,,0.6858311615095208,13,38.46153846153847,0.28588940165737053,-0.11605131836009558,0.12079695962466996,0.264081492100574,0.45742304265179284,2.6276978417266186
7,143,109,-0.9246216329535712,-0.5305053446232656,-0.9665956542488118,0.8157722369340779,-0.5229817670097474,-0.7745527490985505,,,,0.6637102416834926,12,33.33333333333333,0.2989076964150263,-0.11664959463210926,0.14919916296729557,0.24957397343181165,0.5978153928300526,2.4255672385168787
7,143,112,-0.9248444932909106,-0.5309117409364599,-0.9690656862006626,0.8126914651991264,-0.5290152753915094,-0.7825800744610562,,,,0.6761554571609938,12,33.33333333333333,0.3009957062547868,-0.11756208604096352,0.15186895173601278,0.25227760492945167,0.6019914125095736,2.4255672385168787
7,143,115,-0.9309216068873248,-0.5423380551266345,-0.9702672602856712,0.811833032977668,-0.560747220420268,-0.8287083782045871,,,,0.6828398953386113,12,33.33333333333333,0.29322625281901155,-0.12040962069552787,0.14986661015947483,0.2555477361230292,0.5864525056380231,2.4255672385168787
7,143,118,-0.9366753890245283,-0.5538320435194934,-0.9725871592699663,0.8596857292492035,-0.5125600374772636,-0.7575130818499434,,,,0.695178759717322,11,36.36363636363637,0.2972153392354648,-0.12886151844932014,0.1498666101594749,0.288134734797203,0.5201268436620634,2.223436635307139
7,143,121,-0.9131825008554678,-0.5106983887288978,-0.9685940299009173,0.8549090177824915,-0.4129764968454934,-0.6150739761852256,,,,0.6809452644583288,10,40.0,0.36272617733233914,-0.1147013990369395,0.1632155540030611,0.2999793677302732,0.5440892659985087,2.021306032097399
7,143,124,-0.8910753925657496,-0.4771342225804135,-0.9639739201931369,0.8567106082317446,-0.3330896223785412,-0.4979883643554515,,,,0.6610988750129193,10,40.0,0.45456250047132307,-0.0932964413369462,0.19438094967729969,0.2850813686797768,0.6818437507069846,2.021306032097399
7,146,100,-0.9363049141841162,-0.5530701995190004,-0.9716594539913763,0.8154793994531664,-0.583747222642878,-0.8631811387985816,,,,0.6850695471613919,15,40.0,0.28585976165238947,-0.0981917634849096,0.09826177198392694,0.22916078713080065,0.42878964247858414,3.0319590481460987
7,146,103,-0.9337601100486811,-0.5479200270668343,-0.9688036091941339,0.8157089792347937,-0.5693664204531526,-0.8426169098706184,,,,0.6682721555299203,15,33.33333333333333,0.31280962115171074,-0.09502579603187238,0.1297674596646184,0.20742242388011775,0.6256192423034215,3.0319590481460987
7,146,106,-0.9369264029562706,-0.5543500222325635,-0.9702948089987168,0.8164056495666931,-0.5856513435481089,-0.8654476035587613,,,,0.6810601066607201,14,35.714285714285715,0.28842999910067496,-0.10643272313754194,0.12079695962466994,0.23267143578321525,0.5191739983812149,2.8298284449363584
7,146,109,-0.92536897676868,-0.5318715370409018,-0.9669268438483363,0.815819424888357,-0.5264721711684796,-0.779680560554481,,,,0.6663168920061925,13,30.76923076923077,0.3015050915916658,-0.10825656143767988,0.1518689517360128,0.22386790062598771,0.678386456081248,2.6276978417266186
7,146,112,-0.9296644546905584,-0.5399176257723907,-0.9710496020168987,0.8122821759072166,-0.5535127407390326,-0.8182890919928579,,,,0.686717731512022,13,30.76923076923077,0.2936460300002732,-0.11240454992524865,0.15186895173601275,0.22985943955247595,0.6607035675006147,2.6276978417266186
7,146,115,-0.9332818148693443,-0.5469677491631741,-0.9712831416117844,0.8118217130583667,-0.5732736862592542,-0.8470867420330669,,,,0.6864749381676881,13,30.76923076923077,0.29026929560842163,-0.11274934255613056,0.14986661015947483,0.22946754376306633,0.6531059151189487,2.6276978417266186
7,146,118,-0.9327043930874497,-0.5458245256637868,-0.9708681391688415,0.8597627994965754,-0.4917869146253585,-0.7273080336775382,,,,0.6890803693386633,12,33.33333333333333,0.32409677082368443,-0.11346191419114306,0.1632155540030611,0.2518006482882451,0.6481935416473689,2.4255672385168787
7,146,121,-0.9094161066138959,-0.504583073792564,-0.967231548072971,0.856190927546918,-0.39666026000051635,-0.5915884031855861,,,,0.6816928748183905,11,36.36363636363637,0.42157682213748215,-0.09641782685915228,0.19325069802000194,0.26194269821866895,0.7377594387405938,2.223436635307139
7,146,124,-0.8855533886964907,-0.46951692499623454,-0.9621475546291589,0.8560388429898103,-0.3171724737331463,-0.4746664453541798,,,,0.6612672797367048,11,36.36363636363637,0.45278526783947254,-0.08542529729164201,0.19438094967729957,0.24531458127389438,0.792374218719077,2.223436635307139
7,146,127,-0.8840034859398354,-0.46742579212561597,-0.9614994632126581,0.8654106355922325,-0.29944928528953235,-0.4464127317500526,,,,0.6599067263854712,10,40.0,0.47475555839731726,-0.0854303784105116,0.19304605529294097,0.27108133421281333,0.712133337595976,2.021306032097399
7,146,130,-0.8979199582177776,-0.48696504035872357,-0.9613850942500579,0.8668803903220256,-0.34051118618441406,-0.5067566402586962,,,,0.6592574749885395,10,40.0,0.4712929545236441,-0.08702386409238407,0.19393411896568863,0.2743291861310992,0.7069394317854661,2.021306032097399
7,146,133,-0.8743046450575321,-0.4547700018726414,-0.9524518779619645,0.868575661051093,-0.2682415420625733,-0.40034762573481314,,,,0.6307736868935836,10,40.0,0.6213509313900657,-0.0618616257253821,0.25378234061739186,0.27229093662056475,0.9320263970850985,2.021306032097399
7,149,100,-0.9356932277884649,-0.5518191613239564,-0.9713872897228656,0.8154676013120594,-0.5803441815993201,-0.8581740148952498,,,,0.684700513261932,15,40.0,0.2860588731252223,-0.09809605897203924,0.09826177198392694,0.22900127960935002,0.4290883096878335,3.0319590481460987
7,149,103,-0.9318641722404948,-0.5441733253361757,-0.9679106968289222,0.8155284078068606,-0.5595713201011309,-0.8283668130793126,,,,0.6627539446673087,15,33.33333333333333,0.2964494020942813,-0.09556074051618509,0.12079695962466994,0.20373959058661262,0.5928988041885626,3.0319590481460987
7,149,106,-0.9344451524437184,-0.5492924462685067,-0.9691262373007004,0.8162628884580015,-0.5720927883634017,-0.8456487414084768,,,,0.6791860908880173,14,35.714285714285715,0.29417200745903055,-0.10534337859982847,0.12293279063964371,0.23216347262175743,0.529509613426255,2.8298284449363584
7,149,109,-0.9275212501068341,-0.5358608957984123,-0.9678806358387423,0.8153130749844818,-0.5377764564534236,-0.7960582195628764,,,,0.6735112928991407,13,30.76923076923077,0.2966851764895085,-0.11077443851764773,0.15186895173601278,0.22750483418594125,0.6675416471013941,2.6276978417266186
7,149,112,-0.9312424153692568,-0.5429607015769418,-0.9716990970829997,0.8122352330342584,-0.5617511498146219,-0.830399099814393,,,,0.6877997454507169,13,30.76923076923077,0.2893930887226986,-0.11323033574965079,0.14986661015947486,0.23016231170926224,0.6511344496260718,2.6276978417266186
7,149,115,-0.927782924408442,-0.5363516141461645,-0.9689163077665771,0.8118591432864259,-0.5447307405260298,-0.8055986839542487,,,,0.6769400176445084,13,30.76923076923077,0.3203632114528561,-0.10653993390384332,0.1632155540030611,0.22643126186246748,0.7208172257689263,2.6276978417266186
