rf_n_estimators,rf_max_depth,rf_min_samples_leaf,ml_target_exposure,hmm_n_states,ml_threshold_used,train_avg_exposure,test_avg_exposure,train_total_return,train_annualized_return,train_annualized_volatility,train_sharpe_ratio,train_max_drawdown,test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown
400,4,80,0.1,3,0.4588926360375899,0.09999999999971224,0.083314051184874,0.039957542889443864,0.003919440639590155,0.0015774469562190754,2.4846734935446055,-0.0016733791456373893,0.016011593680138603,0.001975795257465718,0.0016954426004907306,1.1653566195009148,-0.0024827700203091567
400,4,20,0.15,3,0.42725531709243114,0.15000000000060768,0.13344025207412136,0.05680847351853591,0.005531837149288066,0.002199695446185667,2.5148195668997837,-0.002518865444397824,0.022877359113004703,0.002814672830915743,0.0024346759513789507,1.1560769840115972,-0.003704759421550292
400,4,20,0.1,3,0.4609779234863981,0.09999999999973726,0.08534754410551972,0.038224852148510235,0.0037523156502941024,0.0015469672349068108,2.4255947803058295,-0.0018978266969296035,0.015237507401594685,0.0018809041632181778,0.0016288057349861651,1.154775012647014,-0.0025054726133429063
200,4,80,0.1,3,0.4590673129163315,0.10000000000004315,0.08197132798428569,0.039043009270441686,0.0038312614557436397,0.001547407413048157,2.475922903973064,-0.001603467062541854,0.01556214045222748,0.001920706903125513,0.001665671895791272,1.1531123914491501,-0.002395775719307335
400,4,80,0.1,4,0.4593817159321497,0.09999999999949667,0.08170695607438956,0.0401454423915133,0.003937549234771298,0.0015922384604072058,2.4729645292981384,-0.0017470592247005412,0.015703646522788883,0.0019380532495711922,0.0016818536457153179,1.1523316874262912,-0.0025482588740136512
400,4,80,0.15,3,0.4238727461702274,0.14999999999985694,0.13062467798520155,0.06065839942473472,0.005896970982639305,0.0023125608215092404,2.5499744386358585,-0.002347709826487698,0.02376182101232782,0.0029223799623721014,0.002538511740999243,1.1512178238820179,-0.0037211415431489515
400,4,80,0.15,4,0.4242945339511516,0.14999999999950647,0.12927188137707774,0.06021801509364355,0.005855264632510515,0.0022791355987665405,2.5690725184053824,-0.0023991734264033585,0.023541170433869496,0.002895517424351457,0.0025159857164944073,1.1508481170496714,-0.0037866215871578553
400,4,20,0.2,3,0.38936687264470493,0.1999999999999353,0.1816392876545688,0.07714024458727109,0.0074467746062441,0.002886768747958021,2.579622843537999,-0.003134508768379802,0.030525738505670086,0.003743385794390486,0.003255158616529321,1.1499856797705659,-0.004893391196163205
200,6,20,0.2,4,0.38946840355068146,0.19999999999963114,0.17857179824673003,0.07863145113105396,0.007585939084358895,0.003049575350238952,2.487539481116442,-0.0032378614846101934,0.030754231483332672,0.0037710378320929827,0.003282828344683505,1.148716117978001,-0.005022752524105463
400,4,20,0.15,4,0.42728622800575056,0.14999999999962563,0.13316535812193575,0.05597071236023354,0.005452223789448762,0.0021978074662982634,2.480755877416263,-0.0026986185373776995,0.022760140600533108,0.002800392189865386,0.0024457939495313424,1.144982875765962,-0.0039047973662667363
