variant,factor,pre_vol,post_vol,train_total_return,train_annual_return,train_annual_vol,train_sharpe,train_max_drawdown,test_total_return,test_annual_return,test_annual_vol,test_sharpe,test_max_drawdown,train_scalar_mean,train_scalar_median,train_scalar_p90,train_scalar_max,test_scalar_mean,test_scalar_median,test_scalar_p90,test_scalar_max
A_mom_rsi_vol,19.533391057097205,0.005119438796248658,0.050733514247694365,1.9990031799976258,0.11589184048642465,0.050733514247694365,2.2843251094456063,-0.029762649642000226,0.4305810567879207,0.045499994169383884,0.052192259367745006,0.8717766718775741,-0.07264723299245318,23.801644620322378,19.75104279480211,50.0,50.0,22.32984537016839,16.332453105914276,50.0,50.0
B_rolling_sharpe,90.20029379555402,0.0011086438390839146,0.06709566465265517,3.939288071626933,0.1728878964867373,0.06709566465265517,2.5767372211267845,-0.06704637407794443,0.9652274502677751,0.08757591519813968,0.07264141366042685,1.2055921104113747,-0.09075396232399201,42.085982004691076,50.0,50.0,50.0,42.17804126866688,50.0,50.0,50.0
C_hmm_prob,124.5168243413939,0.0008031043236842042,0.07895423566179019,5.279320855823609,0.20133689564617607,0.07895423566179019,2.5500455290153967,-0.09906029493576798,1.213220971563349,0.10375555230043276,0.08065931926782907,1.2863430195327177,-0.10839183827165637,49.58476132201445,50.0,50.0,50.0,50.0,50.0,50.0,50.0
