rf_n_estimators,rf_max_depth,rf_min_samples_leaf,ml_target_exposure,hmm_n_states,ml_threshold_used,train_avg_exposure,test_avg_exposure,train_total_return,train_annualized_return,train_annualized_volatility,train_sharpe_ratio,train_max_drawdown,test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown
200,8,40,0.2,3,0.38761435608838846,0.19999918754532664,0.1765101564276401,0.07939701334150584,0.007657316694630545,0.0031102665409600207,2.461948708828994,-0.0032156627977402456,0.03107117262417214,0.003809384910012481,0.003375326014629889,1.128597620941273,-0.00527203705082271
200,8,80,0.15,4,0.42377663791189657,0.15000065088183315,0.1253851255114432,0.06026668736806462,0.0058598748792761945,0.0023313470029851313,2.5135146641718387,-0.0023448940919227643,0.023682361839461707,0.0029127069936543126,0.002581426245704753,1.1283324474215675,-0.003804739527036669
200,8,20,0.15,3,0.42737742979422366,0.15000072531356828,0.12997990589426558,0.06027948899777402,0.005861087420349076,0.00252027073778907,2.325578491416667,-0.002846186958384558,0.02299888731823363,0.0028294770054246854,0.0025082105370048727,1.1280859256749023,-0.0037586965245063257
400,6,20,0.2,2,0.3872485285812308,0.2000000161042404,0.17614996031619198,0.08918999921359805,0.008566373666200056,0.003954098044286143,2.166454541656818,-0.0035665365403689357,0.03178569642829476,0.0038957981230627325,0.0034567978552546737,1.126996221992193,-0.005123265185258182
400,8,80,0.15,3,0.42287510242324966,0.14999954096710258,0.12713753730607724,0.06169892382150555,0.0059954513687749955,0.0023918042750660515,2.506664709682161,-0.002322318437427688,0.0245055757540511,0.003012889139947017,0.002674759956499384,1.126414777006817,-0.003929218014773673
400,8,20,0.15,4,0.42846449363899397,0.15000055015123168,0.129242762360365,0.05857224010809903,0.005699264281049388,0.0024024222687690357,2.3722991395553468,-0.0027477503655148733,0.023064610208549885,0.002837482514556733,0.002520743913633293,1.1256528278062592,-0.003537797257417125
200,6,40,0.2,2,0.386999949644769,0.20000037379806246,0.17607435506558866,0.08632764466180531,0.008301432349879567,0.003783179454283432,2.194300442311937,-0.003393726344496185,0.0320911407054536,0.0039327220112921335,0.0034940285180018013,1.125555212566272,-0.005199602708626214
400,6,20,0.1,3,0.4617264502429407,0.10000015359866407,0.08224640257595633,0.03772902254928834,0.0037044446891572047,0.0016952916528551827,2.1851371018775674,-0.002210594773346625,0.0151663238553994,0.0018721749723731307,0.0016634248203252222,1.125494190959045,-0.0025713597159084966
200,6,20,0.15,2,0.42561802218074263,0.15000007700987772,0.12612746135990643,0.06844102086824844,0.006631459641254667,0.0031886599911255475,2.079701084377411,-0.002958010928298007,0.02425345551909608,0.002982214513469028,0.002649954828397195,1.125383150501776,-0.004016662879002875
200,8,80,0.2,4,0.38375644272980014,0.2000000545463219,0.17347498399386221,0.08166949573118987,0.007868924751402995,0.003141565243988666,2.504778395565731,-0.0030721940007542026,0.03143072606607267,0.003852875203970818,0.0034244782021654856,1.125098475304773,-0.00501907058321198
400,4,80,0.2,3,0.383116431690969,0.19999961493771984,0.176518558470555,0.08176334907574656,0.007877655539689776,0.0031196847257467745,2.5251447605187294,-0.0030345157137837775,0.03111504941546439,0.003814692800635733,0.003390990039587962,1.1249495740480722,-0.005002387750084778
400,6,40,0.1,3,0.4613317803974223,0.10000093185671666,0.08110806460608058,0.03658136475652074,0.003593562509272008,0.0016344170950104268,2.19868142608303,-0.0020598461989626417,0.015081563063937153,0.0018617801138149925,0.0016550689385428244,1.1248958097504769,-0.002756145404255662
200,8,20,0.2,3,0.3881947979959387,0.20000096844456627,0.17901766796353716,0.08177115301148286,0.007878381476833729,0.0032584552558378144,2.4178271169195598,-0.003454507204278987,0.030355796589545125,0.0037228160774311903,0.0033161386853419322,1.122635821561644,-0.004989047187402725
400,8,40,0.15,4,0.42690484982963417,0.14999970225679465,0.1286255291674511,0.05645067536115378,0.005497842151579668,0.002277042163420123,2.4144665566147867,-0.002687953915812238,0.023122427101756493,0.002844524645412294,0.0025342416041040446,1.1224362510684718,-0.0039119994741301095
400,6,40,0.1,4,0.4623895756390902,0.09999988687158554,0.08112357164809951,0.03646044143689253,0.0035818729395771243,0.0016186186405864895,2.2129196153822064,-0.0020633937237528785,0.015077865593650541,0.0018613266476952273,0.0016612477038632186,1.1204389588420358,-0.002710866501519648
200,4,80,0.2,3,0.38330099465792045,0.20000234269340753,0.17585894963543278,0.0816357257523963,0.007865783103188306,0.003105103309021036,2.533179195789205,-0.003051677610082743,0.031064683701893303,0.0038085999112604796,0.0034056498881182657,1.118318099740093,-0.004960791548153662
400,6,80,0.2,3,0.3832535725048638,0.1999999281942026,0.17542288728989294,0.0830733674481916,0.00799945000036284,0.0031845295743589187,2.5119722752058973,-0.0029953158056399095,0.03141707881024458,0.0038512247233040142,0.0034477383402510475,1.1170292937669937,-0.005093855586461047
400,6,80,0.1,2,0.4594989046347929,0.10000157608921283,0.08044214721038871,0.04553403762549846,0.0044556197507550355,0.0022061882235239662,2.0196009131251866,-0.0017478833915487895,0.01691725999026361,0.00208673570654061,0.0018712234805952483,1.1151718264441648,-0.0025694585458293884
400,6,80,0.15,2,0.4229040425876611,0.15000045103640833,0.1271291144678544,0.0668247265541344,0.006479318223833186,0.003037926892390232,2.1328091337758552,-0.0024203918529936202,0.02475175912765115,0.0030428350699716056,0.002728809560436298,1.1150778398347077,-0.003842702651868957
200,6,40,0.1,3,0.46163988987790616,0.10000325999914005,0.08061923802049357,0.03589821845459551,0.0035275071229903254,0.0016493846457138947,2.13868070868547,-0.0019618219313528576,0.015000013478712049,0.0018517783523235298,0.0016616700779145328,1.1144079543440966,-0.002855538930210291
200,6,20,0.2,2,0.3873457385743041,0.1999996769823903,0.1746289714481213,0.08916564529062088,0.00856412209684887,0.00396011049329058,2.162596753640748,-0.0035443500889547645,0.031334783191377724,0.003841271597031959,0.00344743167083201,1.1142415466946438,-0.005172431733800374
200,6,40,0.1,2,0.461523130710202,0.09999973584109398,0.07997267991876189,0.04373634394295811,0.004283053532440517,0.0021840823178399943,1.961031183420026,-0.0021545661026713464,0.016833568073709948,0.0020764874155236868,0.0018645439533230691,1.113670402793607,-0.0028087604337494166
400,6,20,0.1,2,0.4611962885277262,0.09999875865539651,0.07997715715863796,0.04692252425252352,0.004588722193462402,0.002401895618918292,1.9104586216485797,-0.0023616322724085187,0.016805492977516545,0.002073049382129266,0.0018643249190292087,1.1119571277354081,-0.0027476539179872696
200,8,40,0.1,3,0.4643498453857592,0.0999997050959283,0.07996946164795744,0.03687532025500029,0.0036219738562348613,0.0017051282800549777,2.1241650253540336,-0.0018557560150424023,0.015425401527687344,0.001903942920353341,0.001714077294220602,1.1107684156209954,-0.0027183251740912516
400,8,80,0.2,3,0.38329563442745895,0.19999952351323858,0.1751266560354214,0.08327947934637092,0.008018600472101012,0.0031999647846824627,2.5058402237688093,-0.0030410602765939218,0.03179671837956377,0.0038971306873769596,0.003515549018085453,1.1085411317915042,-0.005122908689075882
200,6,80,0.15,3,0.4229683697705059,0.14999743477966426,0.12645056402604832,0.061455068487310305,0.005972379488470736,0.0023911992933395463,2.4976502398215907,-0.0024077128016217588,0.02422680718965209,0.0029789719139003967,0.002688349810573307,1.1081042735525228,-0.003971469019610549
200,6,80,0.1,3,0.4595074400824797,0.09999907555892745,0.0793381163848898,0.03973105220095752,0.003897608948809639,0.0016365691964017781,2.3815729621326533,-0.0016572480910242385,0.016403546175306483,0.00202381847353883,0.0018275074731509756,1.107420080777769,-0.002702162712846311
400,8,40,0.1,3,0.46409124371425614,0.0999996079011596,0.08104845864315327,0.03647469000302306,0.0035832504019448486,0.0016926606507230587,2.116933716403333,-0.0019546921747585137,0.015076599150732228,0.0018611713279383935,0.001682641442700607,1.106100967625788,-0.002667366867925281
200,8,80,0.1,4,0.4614343343225572,0.10000045414239461,0.07830707899075892,0.0381080153004314,0.0037410372329693686,0.001564600514323481,2.3910494715559767,-0.00163393766456267,0.015263891370911553,0.001884139475648361,0.001705161239381259,1.1049626464251832,-0.002465056659973881
400,8,80,0.15,2,0.4229044295725999,0.15000051494779015,0.12626142963619816,0.06725440409204042,0.006519783910017285,0.0031131671756454374,2.0942607775843487,-0.002377254895341847,0.024952164966759227,0.0030672079349278736,0.0027774630031879724,1.1043199968486823,-0.0038404684506663247
200,8,20,0.2,2,0.38793627119760465,0.1999980122655419,0.1754399122155822,0.0894342754458175,0.008588954990517816,0.004226983513602519,2.0319348213397057,-0.0035794486697374867,0.0314105369290707,0.00385043355025938,0.0034893104764726983,1.1034941075669875,-0.005346872291316947
200,8,20,0.15,2,0.4274854130642688,0.14999797415955762,0.12637504949443187,0.06808295637439299,0.006597772984689998,0.0034723248059164635,1.9001024827654691,-0.002974019221384474,0.024046002442000614,0.0029569694315416672,0.0026850984204555162,1.101251786159864,-0.004169628644691768
400,8,80,0.1,2,0.460303989166432,0.09999973597515198,0.07947990131437076,0.04545020599920102,0.004447578431000521,0.0022753962877969935,1.9546390467686854,-0.0016627504830270972,0.017011766398852934,0.0020983073720775014,0.0019069372037228325,1.1003547300776686,-0.002525344840974665
400,6,80,0.2,2,0.38341938290531297,0.1999998224857267,0.17479805426254608,0.08805079096880308,0.008461003011232426,0.003844310542192764,2.200915591591708,-0.0031079139388925947,0.03196807893552567,0.00391784673701534,0.0035649715964290903,1.0989839977798737,-0.005039646246775994
200,6,20,0.1,2,0.46142784794986247,0.09999969420188795,0.07831969084345618,0.04691655570156339,0.0045881503792235545,0.002399690766641656,1.911975677451402,-0.0023336554289903576,0.016487437028800622,0.002034094929875385,0.0018554488530951793,1.0962818654269,-0.0027905065891683073
400,8,40,0.2,2,0.38729020711708484,0.19999922591366356,0.1764443973446573,0.08928892659981758,0.008575519236896367,0.004139328039810317,2.071717717083698,-0.0033762840559908363,0.031780652533003995,0.0038951883072024795,0.003554365520947561,1.0958885022506235,-0.005206330815565597
200,6,80,0.2,3,0.3834975729235065,0.19999765598135477,0.1745626874007017,0.08299166050794882,0.007991857456624674,0.0031966910046691784,2.5000406498318224,-0.003119171722100167,0.03151379455612724,0.0038629209823766164,0.0035284192242411214,1.0948021583822536,-0.005160575382201104
200,6,80,0.1,2,0.45981432024774227,0.10000062822387917,0.07976242765044146,0.04544909860402635,0.004447472203259029,0.0022576005904561217,1.9699995747965626,-0.0017325057618805136,0.0171623738427904,0.0021167462810183224,0.0019340895882354924,1.0944406577099002,-0.0026695970219640618
200,8,40,0.1,4,0.465816037416398,0.09999928766996648,0.07942630233487216,0.035133304171708346,0.003453498805123578,0.001651885441494521,2.090640620937413,-0.0019095078118194378,0.014699577241024775,0.0018149248620280556,0.0016611707594800594,1.0925576745620786,-0.002370355637951797
400,8,20,0.2,2,0.3877361191001092,0.2000004632978143,0.17656681402757787,0.09040397467606298,0.00867855075787416,0.00423355742105965,2.049942848230446,-0.0036243264215859677,0.03147053647447673,0.0038576897116724407,0.003532033846516112,1.0922006637839967,-0.005487462838420132
400,8,80,0.2,2,0.3833197325125457,0.20000045903549393,0.17400543231748306,0.08855016068056942,0.008507204251388956,0.003913821376418449,2.173631199074784,-0.003087283619135948,0.03217498981400957,0.003942856507177073,0.0036108546976122077,1.0919454914052376,-0.0050378583288996455
200,6,80,0.15,2,0.4229931268605197,0.15000041863757885,0.12638005953549256,0.06705836528742726,0.006501323408174553,0.0030877972579388406,2.1054890801069956,-0.002483990733891926,0.024786860583611237,0.0030471043241748763,0.0027946266405392372,1.0903439765345264,-0.003942035841774314
400,8,20,0.15,2,0.4272691686928828,0.15000081809468221,0.12761315623594477,0.0690647884185025,0.006690119339575196,0.0034782266057224835,1.923428257540325,-0.003022499953479191,0.024117278422121302,0.002965643550756125,0.0027287500371994387,1.0868139295748078,-0.004321518138627172
200,8,40,0.2,2,0.3871180936149268,0.19999965330517014,0.1755844782450473,0.0886893951441623,0.008520082698370901,0.00414053606437974,2.057724547231356,-0.0034596284457563244,0.03163671629466447,0.003877785061112027,0.0035693306415202036,1.0864180011803137,-0.005358031288620436
400,8,40,0.15,2,0.42654466663673707,0.1499990535634915,0.1278453714852238,0.06806191319579336,0.006595792929193767,0.0033686362821643044,1.9580009169039931,-0.0027623218152068303,0.024243536173434554,0.0029810075246408108,0.002744212658038404,1.0862888179998669,-0.004027140400736213
200,8,40,0.15,2,0.42658325156234245,0.1499992162005412,0.12669025063747247,0.06731937564804946,0.006525901451443161,0.003367849287678489,1.9377059048689103,-0.002848103048751114,0.02422304092936378,0.0029785136250306543,0.002758467545401021,1.0797711323435721,-0.004175616736036897
200,6,80,0.2,2,0.383597017430211,0.20000041494976056,0.1742837723227906,0.08827831377264395,0.008482055584639436,0.003889730606427374,2.1806280287441306,-0.0031840848374062865,0.031938062136761536,0.003914218176201523,0.003626282957533268,1.0794023031407671,-0.005130972275320336
200,8,80,0.15,3,0.42313119440056657,0.15000005866235824,0.1260271958481096,0.0609764442455778,0.005927081545787916,0.0023897010980685643,2.480260627815914,-0.002405479790808853,0.023736774064951893,0.002919330941206555,0.00270948611780076,1.0774482002425323,-0.004061942246890094
200,8,80,0.15,2,0.4229711613942072,0.1500004724244578,0.12558397963562773,0.06846946473399496,0.006634135200376923,0.0031827711157765416,2.0843896589021003,-0.0024200986276312064,0.024972778310149213,0.0030697146423064314,0.002851547670924236,1.076508267284721,-0.00398995990492459
400,8,20,0.1,3,0.4660306965585095,0.10000039715765158,0.08116488639598539,0.03836196483033172,0.0037655498639745932,0.0018258450690018283,2.0623600150439834,-0.002111869393988121,0.014397802198779397,0.0017778975240803074,0.0016540421362731767,1.0748804308493596,-0.0024059031979792506
200,8,80,0.2,3,0.38361673624688597,0.20000039606341521,0.17421389494201453,0.08256739669793167,0.007952424832757599,0.003194387674858847,2.489498972008461,-0.0031180138074084914,0.03105305997180019,0.0038071937172252657,0.0035462358082061357,1.0735872973859388,-0.0052468391895880255
200,8,80,0.1,2,0.46066225670999295,0.1000010727372361,0.07889801501760958,0.04622250056468724,0.004521636731374068,0.0023433819611202353,1.9295346667312123,-0.001667874330778751,0.01719419588583615,0.002120641956147251,0.0019769286531804414,1.0726952400308463,-0.0026709067120174665
200,8,80,0.2,2,0.38342362689772014,0.20000026578631178,0.17354671109863096,0.08969966446344069,0.008613482852777299,0.003980039878322855,2.164169987263275,-0.0031268121630927143,0.03212850335276318,0.003937237969415586,0.0036807864428181963,1.0696730252030153,-0.00517784704112788
200,8,20,0.1,3,0.4660986130659238,0.1000001094562481,0.08114161568590363,0.03849684218350502,0.0037785667874279394,0.0018404892243795421,2.0530230426650578,-0.0021653596280341598,0.01444525235923444,0.0017837202255759355,0.0016851765214334243,1.0584767844134744,-0.002344235692537921
200,8,80,0.1,3,0.46023477900763277,0.09999922880461633,0.07891524375261255,0.03887707049081168,0.003815254177558014,0.0016306707144284093,2.339683998614862,-0.0016847705091796257,0.015770283113774264,0.0019462210806102664,0.0018425551964527745,1.0562620237141693,-0.0027778529663006622
400,8,40,0.1,4,0.46544797643665325,0.10000128395836773,0.08053221218096449,0.03541784221064859,0.0034810346730567154,0.001624928398441459,2.142269577167542,-0.0019912483065632385,0.01436199155901785,0.0017735029728753737,0.0016901703831242966,1.0493042539279596,-0.002521875118036379
200,8,20,0.1,2,0.4667161089520505,0.09999831638162401,0.07817647596380684,0.045671833405318774,0.004468836173569857,0.002665174677562402,1.6767517008142607,-0.0022864203371509525,0.015708817692941857,0.001938687110977222,0.0018598435739990973,1.0423925635899542,-0.002867743889463623
400,8,40,0.1,2,0.46481553148913923,0.09999985386306158,0.080454259383249,0.045633583596381255,0.004465167672349946,0.002549709247544336,1.751245824068143,-0.0020767048310109453,0.01574822744756399,0.0019435177086291056,0.0018830713274173379,1.032099889330624,-0.0026504744422579302
400,8,20,0.1,4,0.467874072472905,0.10000040015692718,0.08026398587267229,0.036192018958912664,0.003555920345371666,0.0017168719034414573,2.071162291283263,-0.0020956519642462124,0.014215149131158844,0.00175548158435479,0.0017031783718826617,1.0307091807502895,-0.002289752929733748
200,8,40,0.1,2,0.465343545221267,0.09999872689322714,0.07949076257460963,0.04484197556890157,0.004389218199549072,0.002541725474984582,1.7268655654386502,-0.0021592931839521895,0.0158182686730024,0.0019521025125506242,0.001896333252972653,1.0294089973323772,-0.0027744424120325225
200,8,20,0.1,4,0.4692071993537956,0.09999967745418654,0.07871068199025515,0.03565949218289122,0.0035044147453549,0.0017246470240948307,2.0319605672321086,-0.0019946602728471313,0.014114324876241868,0.0017431065004851476,0.00170593905050687,1.0217870913777571,-0.002231293566382758
400,8,20,0.1,2,0.466574800938788,0.09999962494421699,0.07945076113114416,0.04673695903676123,0.004570942831791713,0.0026667949087530803,1.714021133304533,-0.0023379554414303867,0.015425733236728467,0.0019039835897658453,0.0018936403451257624,1.0054620956227018,-0.002938779661907803
