asset,rows_total,rows_train,rows_test,ema1_period,ema2_period,ema3_period,train_sharpe,train_total_return,train_annualized_return,train_max_drawdown,train_trades,train_annualized_turnover,train_annual_costs,test_trades,test_annualized_turnover,test_annual_costs,subtrain_sharpe,val_sharpe,selection_score,view_q
tlsnsesek,591,354,237,31,113,106,0.5539295358608601,0.1680393223993235,0.11691614156158447,-0.17585504600042126,3,4.983050847457627,0.004983050847457628,2,5.3164556962025316,0.005316455696202532,1.2262453628917107,0.4883219287644488,0.11936021170081784,0.11691614156158447
usdils,1428,856,572,7,194,115,0.5523295258546125,0.15480715609565432,0.043283453609957334,-0.08954775148687955,10,6.182242990654205,0.006182242990654209,8,7.048951048951049,0.007048951048951053,0.546568545187455,1.3066580626927204,0.9266133039400877,0.043283453609957334
usdsek,943,565,378,7,110,106,0.5466517763379132,0.12132668907923083,0.052401414556136894,-0.07347465096248246,8,7.136283185840708,0.007136283185840711,5,7.333333333333333,0.007333333333333335,0.91244726916752,0.5138780525919899,0.3145934443042249,0.052401414556136894
jciususd,667,400,267,4,80,121,0.5441911798846091,0.34922403013374836,0.20768302657448756,-0.39836802698706847,3,4.41,0.004410000000000001,4,8.49438202247191,0.008494382022471911,0.25023093972976546,1.963616756511788,1.1069238481207768,0.20768302657448756
gbpcad,415,249,166,10,194,103,0.5389557122307298,0.037282309173060746,0.03773986566313581,-0.04129856778787961,4,8.096385542168674,0.008096385542168674,0,1.5180722891566265,0.0015180722891566265,0.7743484823258373,1.0285306327696888,0.9014395575477631,0.03773986566313581
pclnususd,457,274,183,10,107,100,0.5325804531208354,0.191970967383974,0.17528219260947964,-0.2750235472104397,4,8.277372262773723,0.008277372262773725,1,2.7540983606557377,0.002754098360655738,0.7967400581583236,1.170060116823089,0.9834000874907063,0.17528219260947964
fdxususd,1126,675,451,4,134,103,0.5278873566399491,0.514342898078012,0.1675721055696826,-0.4338341363980744,8,6.346666666666667,0.006346666666666671,8,8.940133037694013,0.008940133037694017,0.753841510755587,0.8200490497678417,0.7869452802617143,0.1675721055696826
tategbgbx,1446,867,579,4,179,109,0.5180238470767513,0.3374875558028658,0.08819582501506207,-0.20144104960725687,24,13.951557093425604,0.013951557093425614,11,10.010362694300518,0.010010362694300525,0.7100864474072069,0.49324379749281305,0.3848224725356161,0.08819582501506207
aaususd,970,582,388,4,80,199,0.5085507784648279,0.8670985098531794,0.3104263463255188,-0.4021196894200704,6,5.628865979381444,0.005628865979381446,6,8.443298969072165,0.008443298969072168,0.4023475435027599,1.2164389730131087,0.8093932582579343,0.3104263463255188
idxxususd,412,247,165,25,107,106,0.5069642333739208,0.3342562093652839,0.34206774809627705,-0.22936829127439667,3,7.1417004048583,0.0071417004048583,1,3.0545454545454547,0.0030545454545454548,0.5945144055334133,0.6912745975389581,0.6428945015361858,0.34206774809627705
0857hkhkd,492,295,197,10,80,112,0.5064052043353473,0.2332550539637137,0.19613661751565803,-0.277192955035971,4,7.688135593220339,0.00768813559322034,1,3.8375634517766497,0.00383756345177665,1.2418592352933084,1.1391717935510437,1.0878280726799114,0.19613661751565803
hogususd,695,417,278,4,152,124,0.5054262800003805,0.2649117313976732,0.15259486390501698,-0.27463349616701915,6,7.85611510791367,0.007856115107913673,4,8.158273381294963,0.008158273381294965,0.6579880828156393,0.5354959316540867,0.47424985607331044,0.15259486390501698
ilmnususd,750,450,300,4,170,112,0.50280372603407,0.48353950282770897,0.2471753091902149,-0.20835143693926964,5,5.6,0.005600000000000001,6,10.08,0.010080000000000004,0.8306591525899396,0.8337777510278727,0.8322184518089062,0.2471753091902149
stjgbgbx,616,369,247,16,155,100,0.5025203166363743,0.20911863423081067,0.13846644332210478,-0.40601394967015725,3,4.097560975609756,0.004097560975609756,2,4.080971659919029,0.004080971659919028,0.5943603629490617,2.1863739132145463,1.3903671380818041,0.13846644332210478
honususd,1546,927,619,10,125,109,0.5018758002059868,0.4487948449991217,0.10603498371608788,-0.20692365943503982,9,5.165048543689321,0.005165048543689323,10,8.1421647819063,0.008142164781906304,0.8320296430030135,-0.29750625960613875,-0.8622742109107149,0.10603498371608788
dhiususd,516,309,207,4,122,100,0.494295811692506,0.29770727066901004,0.2367999970542738,-0.28732205733048183,3,4.893203883495145,0.004893203883495146,3,7.304347826086957,0.007304347826086957,0.852729957265128,-0.027118982616961208,-0.46704345255800583,0.2367999970542738
mususd,1320,792,528,10,137,100,0.4942103801318176,0.8271733604768468,0.21141670555370617,-0.47947804415000156,6,4.136363636363637,0.004136363636363638,5,4.7727272727272725,0.004772727272727273,0.3343543232224751,0.7772947248924154,0.5558245240574452,0.21141670555370617
lenususd,506,303,203,19,194,193,0.49075710541462214,0.24351784184302594,0.1987275662520942,-0.40700544023992047,2,3.326732673267327,0.003326732673267327,2,6.206896551724138,0.006206896551724138,0.5918127532779458,0.7243704965945893,0.6580916249362676,0.1987275662520942
rbsgbgbx,578,346,232,7,173,115,0.48833320431318844,0.29271934351692463,0.2056220600901113,-0.34929576372931376,7,10.196531791907514,0.010196531791907519,1,3.2586206896551726,0.0032586206896551726,0.44376704535381806,2.4049180816514855,1.4243425635026519,0.2056220600901113
caciususd,615,369,246,22,83,139,0.48194607766640596,0.41098127372128324,0.26506276477083235,-0.304473920275908,5,7.51219512195122,0.007512195121951222,2,4.097560975609756,0.004097560975609756,0.35222027538048356,1.0971202325939886,0.7246702539872361,0.26506276477083235
gpnususd,645,387,258,7,137,136,0.46844660143773154,0.1980767455254857,0.12488021007790473,-0.17803525972097667,5,6.511627906976744,0.006511627906976745,6,11.72093023255814,0.011720930232558144,0.35710110901538084,0.09788140938004387,-0.031728440437624614,0.12488021007790473
tpkgbgbx,1532,919,613,7,101,100,0.46761291464812993,0.5395841765930574,0.1256104151859625,-0.29737636822145563,13,7.129488574537541,0.007129488574537546,8,6.577487765089724,0.006577487765089726,0.5345900956098206,-0.07116982207586968,-0.3740497809187148,0.1256104151859625
fdsususd,705,423,282,31,137,130,0.4641043121276381,0.13098891334997598,0.07608735061754546,-0.12622278281515462,4,4.76595744680851,0.004765957446808511,3,6.25531914893617,0.00625531914893617,0.9101697145734925,0.28133429151759215,-0.03308342001035802,0.07608735061754546
kpnnleur,467,280,187,13,122,115,0.45801596038465353,0.2173987416930363,0.1936845249840904,-0.22333966052263024,4,8.1,0.008100000000000001,2,5.390374331550802,0.005390374331550802,0.8980647126571695,0.5182585628661975,0.32835548797071157,0.1936845249840904
gbridxgbp,876,525,351,22,185,130,0.4548268706541544,0.08723765734045186,0.04096410286542218,-0.10367207685082673,7,7.199999999999999,0.007200000000000002,2,2.871794871794872,0.002871794871794872,0.457681899218458,-0.5997149668839074,-1.12841339993509,0.04096410286542218
amtususd,417,250,167,4,80,100,0.4364859605576327,0.2603785665629015,0.2627140628085536,-0.31732772251990154,6,13.104,0.013104000000000005,3,10.562874251497007,0.010562874251497007,1.649770863448437,-1.6626686519315126,-3.3188884096214872,0.2627140628085536
lwususd,605,363,242,28,164,139,0.4349674207060092,0.27643558387884104,0.18463896999597806,-0.29233706026724837,4,5.553719008264463,0.005553719008264463,3,7.289256198347108,0.007289256198347107,1.1710771538523466,-0.7970836268119658,-1.781164017144122,0.18463896999597806
ukgilttrgbp,993,595,398,4,83,154,0.42591025139310307,0.05811529320659181,0.024213376215133975,-0.061728839944649574,11,9.741176470588234,0.009741176470588241,9,11.396984924623116,0.011396984924623122,0.6481263499601669,0.20572578132195055,-0.015474502997157663,0.024213376215133975
efxususd,1568,940,628,7,167,136,0.4253526240131748,0.4183008372499226,0.09821364839967894,-0.21251975946344506,13,7.238297872340425,0.00723829787234043,9,7.222929936305732,0.007222929936305736,0.8434243777236105,0.6122712090448212,0.49669462470542664,0.09821364839967894
aepususd,1449,869,580,7,185,100,0.4246455849988322,0.25816997219363014,0.06886597846714104,-0.22916542056929814,10,6.0897583429229,0.0060897583429229026,7,6.517241379310345,0.006517241379310348,0.35832609136915017,0.7881903650015202,0.5732582281853351,0.06886597846714104
smingbgbx,1393,835,558,25,137,118,0.42330557039381006,0.33699960151235975,0.09160613166136455,-0.16987250226340206,8,4.82874251497006,0.004828742514970062,3,2.7096774193548385,0.002709677419354839,0.5044963119320832,0.5058900146437653,0.5051931632879243,0.09160613166136455
rgaususd,502,301,201,4,86,181,0.4165354660389582,0.11496987872750308,0.09539091900622809,-0.1886217489288961,4,6.6976744186046515,0.006697674418604652,10,26.328358208955223,0.026328358208955238,1.6091732375926442,-2.1823740311986217,-4.078147665594255,0.09539091900622809
ebsateur,507,304,203,31,197,193,0.4094684432076291,0.12834549487558689,0.10527854581407503,-0.22867619455473018,2,4.144736842105264,0.0041447368421052636,0,1.2413793103448276,0.0012413793103448277,0.02665580843749836,5.964253947753011,2.995454878095255,0.10527854581407503
glwususd,814,488,326,19,164,121,0.4004559292655645,0.14850239127179576,0.07411732300842,-0.19456425159214025,4,4.131147540983607,0.004131147540983607,1,1.5460122699386503,0.0015460122699386502,0.4680969293970942,0.7379830813222737,0.6030400053596839,0.07411732300842
ibmususd,836,501,335,28,128,118,0.38985921278586433,0.24416183783795042,0.11614983798698741,-0.32060922813860765,6,6.0359281437125745,0.006035928143712577,2,3.7611940298507465,0.0037611940298507467,0.24894495138450173,0.7880160486942718,0.5184805000393867,0.11614983798698741
ewususd,515,309,206,4,101,100,0.38860444094922253,0.15488491641799507,0.12461129872201293,-0.27831826273480587,4,6.524271844660194,0.006524271844660194,3,8.563106796116505,0.008563106796116505,-0.13626426154970692,0.7649454974948153,0.3143406179725542,0.12461129872201293
bdevgbgbx,753,451,302,10,128,121,0.374117272442267,0.19301047752332945,0.10363538469900546,-0.2474391373870162,6,7.263858093126386,0.007263858093126388,3,5.006622516556291,0.005006622516556291,0.7165025478061705,-0.3774915863521939,-0.9244886534313761,0.10363538469900546
dsmnleur,788,472,316,10,101,133,0.3735212538718421,0.17142676499731513,0.08814531913469303,-0.20098746289323768,6,6.406779661016949,0.006406779661016951,2,3.189873417721519,0.003189873417721519,0.6151512216835017,0.5957483431399432,0.5860469038681639,0.08814531913469303
sbuxususd,775,465,310,4,167,157,0.33783423738146984,0.4012763383887237,0.20062239610984878,-0.3151238727065408,5,5.961290322580645,0.005961290322580646,4,6.503225806451613,0.006503225806451613,0.5930955739316612,-0.24538310096470672,-0.6646224384128907,0.20062239610984878
humususd,752,451,301,37,182,163,0.3296770238667021,0.13852844869200798,0.07518356020717731,-0.25275712789917426,3,3.352549889135255,0.003352549889135255,3,5.023255813953488,0.005023255813953489,0.3855753166766426,0.9713864623996288,0.6784808895381357,0.07518356020717731
swedasesek,764,458,306,13,155,133,0.3275691059913306,0.13246528838794958,0.07084223141636192,-0.1559869021951875,4,4.951965065502184,0.004951965065502184,2,3.294117647058824,0.0032941176470588237,0.7244862540953007,-1.2615797175542922,-2.2546127033790886,0.07084223141636192
mcdususd,743,445,298,10,101,100,0.310668098062787,0.18323607117447027,0.09996726186715077,-0.22676891615541933,4,5.096629213483146,0.005096629213483147,4,7.6107382550335565,0.007610738255033558,0.5323273850400629,1.4502088643438515,0.9912681246919572,0.09996726186715077
schwususd,839,503,336,37,119,106,0.30979144568903155,0.398189604967244,0.18284471119621815,-0.36604472217330747,4,4.508946322067595,0.004508946322067595,4,6.0,0.006,0.4028999625295207,-0.39364890585915613,-0.7919233400534945,0.18284471119621815
usa30idxusd,422,253,169,4,197,172,0.3008937982295433,0.0431619067443092,0.04298769100757016,-0.19356632345233193,2,4.980237154150197,0.004980237154150198,1,2.9822485207100593,0.0029822485207100595,0.4237166114324719,-0.9706903495801682,-1.6678938300864883,0.04298769100757016
lngususd,484,290,194,25,113,106,0.2841471285865499,0.10441936854655465,0.09013923647899458,-0.19854761971008042,5,9.558620689655173,0.009558620689655175,2,6.494845360824742,0.0064948453608247424,0.3346925726273808,-0.15633453610729092,-0.4018480904746268,0.09013923647899458
agncususd,440,264,176,4,155,106,0.2764701804430431,0.05607008100021815,0.053454533224177814,-0.17712177121771214,5,9.545454545454545,0.009545454545454546,4,12.886363636363637,0.012886363636363639,1.1577326044104255,-0.5456932310962846,-1.3974061488496399,0.053454533224177814
bbyususd,566,339,227,22,95,112,0.23706190392125462,0.1316291457053922,0.09628040106365243,-0.36067594433399547,4,5.946902654867256,0.005946902654867256,2,4.440528634361233,0.004440528634361234,1.8447524168716505,-0.3949507645673138,-1.514802355286796,0.09628040106365243
itubususd,695,417,278,7,143,151,0.23387693929494718,0.03336461066520302,0.020031719036041062,-0.06807466892200745,3,3.6258992805755397,0.00362589928057554,4,8.158273381294963,0.008158273381294965,0.27130301788433586,0.29578567954334434,0.2835443487138401,0.020031719036041062
usddkk,655,393,262,7,179,133,0.23002710952222882,0.031101319675741923,0.019833104210338126,-0.0857095307964345,3,4.488549618320611,0.0044885496183206105,2,3.847328244274809,0.003847328244274809,0.6008246414625193,-2.0693895508671027,-3.404496647031914,0.019833104210338126
intcususd,620,372,248,34,116,106,0.22887726170238318,0.13328700261104665,0.08845606941238193,-0.46942905837239035,3,4.741935483870967,0.004741935483870968,2,4.064516129032258,0.004064516129032259,0.06781759551799958,0.8081084771792572,0.4379630363486284,0.08845606941238193
adpususd,939,563,376,4,197,190,0.22755714730640836,0.07607320657585159,0.03336194873070886,-0.1483543500455286,7,6.266429840142096,0.006266429840142098,6,8.042553191489361,0.008042553191489363,1.040672768547069,-0.5169195324895332,-1.2957156830078342,0.03336194873070886
kbcbeeur,804,482,322,4,95,124,0.2269239470290794,0.11469165010082727,0.058408989096470965,-0.25333490298798467,4,4.7053941908713695,0.00470539419087137,4,7.043478260869565,0.007043478260869567,-0.020257665678909402,1.6446478036135013,0.812195068967296,0.058408989096470965
1177hkhkd,431,258,173,4,167,106,0.22629846427672048,0.16851545179541905,0.16429106664340654,-0.4266057210186603,4,8.790697674418606,0.008790697674418606,6,17.479768786127167,0.017479768786127173,1.1194348184158924,-1.0928409262648118,-2.1989787986051637,0.16429106664340654
wppgbgbx,1578,946,632,28,197,178,0.2248885004919454,0.17097603815623397,0.04294197305407388,-0.25121417905593735,6,3.463002114164905,0.003463002114164906,4,3.588607594936709,0.0035886075949367094,0.26993458438024703,0.2732347694656587,0.27158467692295285,0.04294197305407388
amhususd,430,258,172,37,188,184,0.21833886397985006,0.0495482545944661,0.048368546388971145,-0.19356627440004703,5,9.767441860465118,0.00976744186046512,0,1.4651162790697674,0.0014651162790697673,0.1839312499949467,0.38721130402759435,0.2855712770112705,0.048368546388971145
kmbususd,1366,819,547,7,167,118,0.21181605287815164,0.12282166954918305,0.03628745732443184,-0.32115160837719686,11,7.076923076923077,0.007076923076923081,8,7.371115173674589,0.007371115173674592,0.7272565685545402,2.0066949704455452,1.3669757695000428,0.03628745732443184
0883hkhkd,572,343,229,22,173,100,0.20865035067624832,0.12238819966190762,0.08852854623257644,-0.2607850457916533,8,11.755102040816325,0.011755102040816331,2,4.401746724890829,0.0044017467248908294,0.6566633564848203,1.4371975688709162,1.0469304626778682,0.08852854623257644
sjmususd,525,315,210,13,125,115,0.2052992672418876,0.05601121324392122,0.04456344595299622,-0.17575666125126452,4,6.4,0.0064,3,8.4,0.0084,0.23948973588791606,3.0538939761098773,1.6466918559988968,0.04456344595299622
usdron,1216,729,487,22,80,148,0.19371147546672585,0.03312241057877352,0.011327866610650439,-0.07122287362039297,6,4.493827160493828,0.004493827160493829,3,3.1047227926078027,0.003104722792607803,0.2279133660272402,0.049232203515162706,-0.04010837774087604,0.011327866610650439
barcgbgbx,662,397,265,31,194,193,0.18969307645818437,0.266094559514386,0.1615595530547307,-0.5310552748136557,4,5.07808564231738,0.00507808564231738,1,2.852830188679245,0.002852830188679245,-0.026425592471759917,4.229294226777149,2.1014343171526946,0.1615595530547307
ipgpususd,579,347,232,22,143,142,0.18906382608499497,0.13323370331583195,0.09508581718429565,-0.38604389420371443,3,5.083573487031701,0.005083573487031701,1,3.2586206896551726,0.0032586206896551726,0.8441071571212668,-1.4517998131649963,-2.599753298308128,0.09508581718429565
biibususd,528,316,212,13,107,106,0.18845288236477434,0.10326537821872828,0.08152345186901666,-0.2731482075188282,4,6.379746835443038,0.006379746835443038,1,3.5660377358490565,0.003566037735849057,0.24335822307154859,2.8697710370119376,1.556564630041743,0.08152345186901666
ctshususd,462,277,185,13,197,196,0.1724889532347835,0.06928638044418811,0.06284080527364666,-0.27567604309046156,2,4.548736462093863,0.004548736462093863,1,4.0864864864864865,0.004086486486486487,0.2563042063892999,1.8941169653326544,1.0752105858609773,0.06284080527364666
nes1vfieur,669,401,268,13,149,103,0.15482224082554624,0.1671490013811021,0.10200638414703378,-0.6097948419121548,5,6.28428927680798,0.006284289276807981,1,2.8208955223880596,0.00282089552238806,0.29420287736947665,-0.3198680056773931,-0.6269034472008279,0.10200638414703378
aigususd,823,493,330,4,188,100,0.1372501815056449,0.07883484714959388,0.039549406416799826,-0.3814106947207649,8,8.178498985801218,0.008178498985801221,5,7.636363636363637,0.007636363636363638,0.36301918735959215,0.47443643414267533,0.41872781075113374,0.039549406416799826
mklususd,769,461,308,7,167,160,0.12905551835236018,0.043713888965170256,0.02366376078614274,-0.20286916950866274,5,6.0130151843817785,0.006013015184381781,0,0.8181818181818181,0.0008181818181818182,0.967821156606827,0.19166370412429654,-0.19641502211696868,0.02366376078614274
eaususd,1051,630,421,4,86,157,0.12526329452449267,0.08824869147139114,0.034406548950012494,-0.27082111224857597,19,15.6,0.015600000000000011,9,11.3729216152019,0.011372921615201906,0.4217725446774885,-0.10976558842973058,-0.37553465498334015,0.034406548950012494
kgfgbgbx,843,505,338,16,176,133,0.12026167110010726,0.09462598681615408,0.0461500981471068,-0.3986922828543755,6,6.487128712871288,0.00648712871287129,4,6.710059171597633,0.0067100591715976345,0.3980794132510722,-0.31276219346905304,-0.6681829968291157,0.0461500981471068
lususd,640,384,256,37,89,100,0.11192736403458682,0.0497114268258978,0.03235041847865516,-0.22263751574788437,4,5.25,0.00525,1,2.953125,0.002953125,0.3774583617495107,-1.2841374614873857,-2.114935373105834,0.03235041847865516
gbpaud,447,268,179,4,170,145,0.11141108019154454,0.007627824171448472,0.007170802930973608,-0.07589037554100342,3,5.641791044776119,0.00564179104477612,4,11.262569832402233,0.011262569832402234,2.259877704024646,-1.5838925834694182,-3.5057777272164503,0.007170802930973608
mgmususd,1127,676,451,13,113,109,0.10893410508622237,0.2090607744455728,0.07333453279828372,-0.6070087167401963,9,7.082840236686391,0.007082840236686394,7,8.381374722838137,0.00838137472283814,0.2427947461115589,0.6539987578479405,0.4483967519797497,0.07333453279828372
matusd,613,367,246,4,182,139,0.10883213764462234,0.10886543693479012,0.07353446804825525,-0.6231386025200456,6,8.926430517711172,0.008926430517711175,2,5.121951219512195,0.005121951219512195,0.4151650285435598,-0.5936514914664623,-1.0980597514714734,0.07353446804825525
avbususd,1087,652,435,4,86,121,0.10128609135061763,0.07486074748293592,0.028294996830998675,-0.3813684724915088,6,5.024539877300613,0.005024539877300615,5,5.793103448275862,0.005793103448275863,1.3049997224572913,-1.1004535778736788,-2.303180228039164,0.028294996830998675
kssususd,929,557,372,7,128,118,0.08562290515633333,0.05589486341912986,0.02491194361891269,-0.4026354611197151,9,8.143626570915618,0.008143626570915623,2,2.7096774193548385,0.002709677419354839,1.0949998866275386,-1.1062202791742128,-2.206830362075088,0.02491194361891269
0700hkhkd,421,252,169,7,179,175,0.07743579874938925,0.07867678431601766,0.07867678431601766,-0.4164097529184482,4,9.0,0.009000000000000001,2,5.964497041420119,0.005964497041420119,0.7903676204536972,-0.98839591996941,-1.8777776901809635,0.07867678431601766
nre1vfieur,549,329,220,13,104,103,0.07070042200675836,0.050080797005990885,0.038139457017720035,-0.3242925149753194,3,4.595744680851063,0.004595744680851064,3,6.872727272727273,0.0068727272727272725,0.3423511837664636,2.022517921498586,1.1824345526325248,0.038139457017720035
pmususd,506,303,203,10,107,103,0.06895802015088412,0.034242958595313455,0.02839829432503449,-0.3218869569428973,3,4.99009900990099,0.00499009900990099,2,4.9655172413793105,0.004965517241379311,0.0797071746148958,-0.8958204029154356,-1.3835841916806013,0.02839829432503449
kususd,1468,880,588,28,173,112,0.059615488890781575,0.03665635718376459,0.010362555196736123,-0.2006189244482756,9,5.4409090909090905,0.0054409090909090935,3,3.0,0.003,-0.04370474393578491,0.3099116852884377,0.13310347067632639,0.010362555196736123
dfsususd,498,298,200,4,86,130,0.05711494640512123,0.03272050417093131,0.027600675431999067,-0.3991017268282728,6,10.14765100671141,0.010147651006711412,2,6.300000000000001,0.006300000000000001,1.3806419210585554,-1.0069179857177473,-2.2006979391058987,0.027600675431999067
feususd,965,579,386,7,179,175,0.05488283314815165,0.05107104760694914,0.021915521762514878,-0.41109945390544095,8,7.398963730569949,0.007398963730569952,6,8.487046632124352,0.008487046632124354,0.09856597229224197,0.15580860493758913,0.12718728861491554,0.021915521762514878
sngbgbx,842,505,337,4,104,100,0.04629631298820035,0.02168926333951693,0.010764983955375618,-0.2693498637760239,11,10.978217821782179,0.010978217821782184,7,11.216617210682493,0.011216617210682497,0.7618512440303091,-1.1267668386697056,-2.071075880019713,0.010764983955375618
matususd,1215,729,486,22,95,103,0.03371148831782634,0.05721502531734157,0.019419073223436056,-0.43860343698168625,8,5.530864197530864,0.005530864197530867,6,6.222222222222222,0.0062222222222222245,0.2436941007203613,-1.1831016707674236,-1.896499556511316,0.019419073223436056
geususd,646,387,259,4,89,124,0.026392015229352743,0.009565975831401285,0.006218658968374147,-0.21116597037599674,5,6.511627906976744,0.006511627906976745,3,6.810810810810811,0.006810810810810811,-0.49571162202893193,1.7871553173271801,0.645721847649124,0.006218658968374147
out1vfieur,824,494,330,13,185,115,0.01878603876359847,0.043461508537987026,0.021939592426468923,-0.7346983079442801,5,5.101214574898786,0.005101214574898786,2,3.0545454545454547,0.0030545454545454548,0.07286457832560518,1.2587754691380646,0.6658200237318349,0.021939592426468923
weirgbgbx,657,394,263,4,197,100,0.00989533118316828,0.003272276406403929,0.002091695739052213,-0.20894174104952318,7,9.593908629441625,0.009593908629441629,5,9.581749049429657,0.009581749049429659,-0.1801676323533587,1.327846268956274,0.5738393183014576,0.002091695739052213
heianleur,1683,1009,674,10,182,154,0.008353585782929752,0.006272864110996368,0.0015629887196584313,-0.2820603475722213,15,7.492566897918731,0.007492566897918737,7,5.234421364985163,0.005234421364985166,0.255009333717849,-0.3596306542418149,-0.6669506482216468,0.0015629887196584313
agnnleur,738,442,296,4,176,175,-0.004383608429574279,-0.0056784690947923044,-0.003241460267573326,-0.6657024553259944,3,3.990950226244344,0.003990950226244344,4,6.8108108108108105,0.0068108108108108105,-0.09774485977651196,0.5345499811011496,0.21840256066231883,-0.003241460267573326
lvsususd,1443,865,578,4,188,115,-0.011192056995220283,-0.015733190556712073,-0.004609326104310751,-0.5400099821577273,15,8.739884393063585,0.00873988439306359,11,9.591695501730104,0.00959169550173011,0.676560442681055,-0.354891084421375,-0.87061684797259,-0.004609326104310751
axpususd,1088,652,436,37,128,121,-0.014341195608653351,-0.012027176223426417,-0.0046658022626402396,-0.3326842877236936,4,3.0920245398773005,0.0030920245398773005,2,2.311926605504587,0.002311926605504587,-0.016547132801228485,0.5289775940469412,0.2562152306228564,-0.0046658022626402396
tevaususd,522,313,209,19,185,154,-0.02129157863053408,-0.013630596439568654,-0.010988810155754924,-0.4355963491221455,4,6.440894568690096,0.006440894568690096,1,3.617224880382775,0.003617224880382775,-0.024631877371260373,1.308744937388457,0.6420565300085983,-0.010988810155754924
usdczk,527,316,211,4,107,100,-0.024318992283425316,-0.0037456733842590184,-0.002988190710956573,-0.12263629233515708,6,10.367088607594937,0.01036708860759494,3,8.360189573459715,0.008360189573459716,0.1666186461578973,-1.5425525847945745,-2.3971382002708106,-0.002988190710956573
stangbgbx,1245,747,498,10,125,118,-0.042771932897624425,-0.05296642444944366,-0.018191304869185854,-0.513760944651121,13,8.771084337349397,0.008771084337349402,3,3.036144578313253,0.003036144578313253,0.23634483170917142,0.35091410219842767,0.29362946695379954,-0.018191304869185854
kmxususd,668,400,268,19,101,100,-0.058715410012740894,-0.03941692191815416,-0.025017081586480083,-0.46783568031614975,7,8.82,0.008820000000000003,3,6.582089552238806,0.006582089552238806,-0.0021866686373832713,2.7630780334573113,1.380445682409964,-0.025017081586480083
allususd,735,441,294,13,89,175,-0.06413881099154303,-0.03265262487496268,-0.01879126828192612,-0.30382479196732354,7,8.571428571428571,0.008571428571428575,1,2.571428571428571,0.0025714285714285713,0.2682512599322897,-0.7384677145719226,-1.2418272018240288,-0.01879126828192612
mksiususd,499,299,200,22,164,100,-0.06424553945989227,-0.03233379250027468,-0.027321355335969022,-0.4366541309946479,4,7.585284280936455,0.007585284280936456,2,5.04,0.00504,-0.13175224726251697,2.5854283955042896,1.2268380741208864,-0.027321355335969022
svtgbgbx,1719,1031,688,4,188,154,-0.08639356197685734,-0.0609409786984878,-0.015251071224122725,-0.21369437925787158,15,7.5771096023278375,0.007577109602327842,15,11.354651162790697,0.011354651162790705,0.19334160769671163,-0.451569145553973,-0.7740245221793153,-0.015251071224122725
armkususd,422,253,169,7,191,106,-0.09099148749092513,-0.022424889864885555,-0.022337251347160025,-0.2026916868829252,6,12.948616600790514,0.01294861660079052,4,11.928994082840237,0.011928994082840238,-0.0008000005750604716,1.2124524986764607,0.6058262490507,-0.022337251347160025
fndususd,542,325,217,7,161,115,-0.09456832046776521,-0.04549914201009997,-0.03546304424862878,-0.37236874924949376,3,5.427692307692308,0.005427692307692308,3,6.967741935483871,0.0069677419354838704,0.50342490908873,-1.5699382531193153,-2.6066198342233378,-0.03546304424862878
acnususd,501,300,201,16,80,115,-0.12055042435830067,-0.038503075872672765,-0.03244372163277254,-0.2190338376464813,5,9.24,0.009240000000000002,4,10.029850746268655,0.010029850746268656,0.6063813107026799,-1.4902005122971436,-2.5384914237970553,-0.03244372163277254
jwnususd,862,517,345,4,197,196,-0.12205092455639602,-0.07185014396126665,-0.03569110382923002,-0.4485871744584805,9,8.773694390715669,0.008773694390715672,6,9.495652173913044,0.009495652173913047,0.020791375552990866,-0.26625333753336294,-0.40977569407653985,-0.03569110382923002
bpgbgbx,1016,609,407,13,149,106,-0.12424962714835855,-0.10492070686219512,-0.044830107211897285,-0.6138694020166491,6,4.9655172413793105,0.004965517241379312,8,10.525798525798525,0.01052579852579853,-0.39717967268724985,1.323863804103019,0.4633420657078846,-0.044830107211897285
vkfreur,519,311,208,7,197,181,-0.12467483205213657,-0.08314684061004918,-0.06792273152373807,-0.3018683076719065,4,6.482315112540193,0.006482315112540193,0,1.2115384615384617,0.0012115384615384616,0.4046299606456669,0.12127795275760955,-0.02039805118641913,-0.06792273152373807
chfils,405,243,162,22,104,109,-0.15053955532003807,-0.01562908940505603,-0.016203229826137977,-0.0989812037140644,4,8.296296296296296,0.008296296296296296,1,3.1111111111111107,0.003111111111111111,0.5530768839858481,-3.061053763136257,-4.86811908669731,-0.016203229826137977
aalususd,945,567,378,4,188,130,-0.15083725525086722,-0.05122711378372813,-0.023100481434374043,-0.32379855668369784,7,6.666666666666667,0.00666666666666667,10,14.0,0.014000000000000007,-0.17710852396832225,3.891906585968671,1.8573990310001744,-0.023100481434374043
acxeseur,515,309,206,31,158,100,-0.1514484259768283,-0.122199902396117,-0.10083952395858009,-0.43055969626646917,7,11.417475728155338,0.011417475728155343,3,7.339805825242719,0.007339805825242718,-0.14678328762357198,-0.8576065421454575,-1.2130181694064004,-0.10083952395858009
fitbususd,1258,754,504,4,179,106,-0.15301897552014856,-0.1942633552640317,-0.06964628312102805,-0.4502702140652455,11,7.352785145888594,0.007352785145888599,12,12.0,0.012000000000000007,-0.028904335761661248,-0.05371040979129241,-0.06611344680610799,-0.06964628312102805
