asset,rows_total,rows_train,rows_test,ema1_period,ema2_period,ema3_period,train_sharpe,train_total_return,train_annualized_return,train_max_drawdown,train_trades,train_annualized_turnover,train_annual_costs,test_trades,test_annualized_turnover,test_annual_costs,subtrain_sharpe,val_sharpe,selection_score,view_q
adbeususd,787,472,315,4,116,127,0.6370708832419455,0.8292786387243283,0.38048208269196615,-0.5109724901709625,3,3.73728813559322,0.0037372881355932203,2,3.2,0.0032,0.605383171670597,2.731037799301927,1.668210485486262,0.38048208269196615
engifreur,985,591,394,19,113,103,0.6270435025564075,0.33166566776428463,0.12990416486301903,-0.16020968138258632,8,7.248730964467005,0.007248730964467008,4,5.756345177664975,0.005756345177664975,0.5879470699889303,-0.24002139323095628,-0.6540056248408996,0.12990416486301903
chfaed,400,240,160,19,122,121,0.6248230554055616,0.04382457911550319,0.04606553857235651,-0.026839079687857117,3,6.300000000000001,0.006300000000000001,3,9.450000000000001,0.00945,-0.3835657131999795,0.8297703832302848,0.22310233501515264,0.04606553857235651
cbususd,459,275,184,4,143,136,0.6152951222180587,0.11109011565046178,0.10134397509972426,-0.11896737714565311,5,10.08,0.010080000000000004,1,4.108695652173913,0.004108695652173914,0.8329091660048149,0.6199418666974752,0.5134582170438053,0.10134397509972426
brkbususd,629,377,252,34,185,184,0.6075933998922767,0.3725700217793517,0.23575643745754804,-0.268633512788541,3,4.679045092838196,0.004679045092838196,0,1.0,0.001,0.7853115897614315,0.958100082832247,0.8717058362968393,0.23575643745754804
alxnususd,786,471,315,28,110,109,0.6033813812361773,0.2932845394549084,0.14751902108073955,-0.23309231490917343,4,4.8152866242038215,0.0048152866242038225,1,2.4,0.0024000000000000002,1.293994445514763,0.24160755769145958,-0.2845858862201921,0.14751902108073955
iaggbgbx,403,241,162,4,137,133,0.591618364556356,0.13804511923424867,0.1447819582921499,-0.266298642449238,2,4.182572614107884,0.004182572614107883,4,12.444444444444443,0.012444444444444444,0.7496056088613098,4.869545162923006,2.809575385892158,0.1447819582921499
bacususd,670,402,268,37,176,172,0.5899189524530575,0.2473202455354293,0.14859070015326137,-0.2297452745758136,4,5.014925373134328,0.005014925373134328,2,3.7611940298507465,0.0037611940298507463,0.6984194434520496,1.9590279822630785,1.3287237128575642,0.14859070015326137
usdzar,602,361,241,4,116,115,0.5875064602682963,0.23690115106441945,0.15999322482601874,-0.16470142702934343,4,6.282548476454293,0.006282548476454294,3,7.319502074688796,0.007319502074688796,0.5033882968286167,3.130092934269606,1.8167406155491115,0.15999322482601874
hpeususd,501,300,201,13,134,100,0.5747124044066683,0.1575666224485528,0.130781348369436,-0.16834907196352986,2,4.2,0.0042,1,2.507462686567164,0.002507462686567164,1.3360434051881804,0.23624438534053044,-0.31365512458329453,0.130781348369436
phianleur,776,465,311,4,185,160,0.5736803501967432,0.15311599150141264,0.08026715428101294,-0.19055550590981982,6,6.503225806451613,0.006503225806451614,4,6.482315112540193,0.006482315112540193,0.6721098560154731,3.156354493476669,1.914232174746071,0.08026715428101294
sgdjpy,1802,1081,721,13,80,103,0.5734843166343149,0.17495087519385266,0.038299914858530126,-0.0972179047047972,9,4.429232192414431,0.004429232192414433,5,3.8446601941747574,0.003844660194174758,0.7433581186173747,0.4911403873571822,0.365031521727086,0.038299914858530126
keysususd,482,289,193,16,101,100,0.5718728950389544,0.21041779331367438,0.18118326474829605,-0.158867795980304,4,6.975778546712803,0.006975778546712804,1,3.9170984455958546,0.003917098445595854,0.7059415079201735,0.7035962982114216,0.7024236933570456,0.18118326474829605
bundtreur,740,444,296,10,92,118,0.571106629083318,0.06980356393819309,0.039039416153171524,-0.050335757941428916,4,4.54054054054054,0.004540540540540541,1,1.7027027027027026,0.0017027027027027026,0.7143356221053082,-2.6445429019903064,-4.323982164038114,0.039039416153171524
expeususd,927,556,371,31,167,100,0.5625568169429902,0.9661586949059162,0.3585602998741353,-0.38002309218917457,5,4.985611510791367,0.004985611510791368,6,8.830188679245282,0.008830188679245286,0.8348369367468976,-0.32685946040629543,-0.907707658982892,0.3585602998741353
eixususd,1028,616,412,37,176,172,0.5596241280945452,0.4307583053838995,0.15781920523400172,-0.32438831886345687,4,3.6818181818181817,0.003681818181818182,2,2.446601941747573,0.002446601941747573,0.6284522364870528,0.46415464242981086,0.38200584540118987,0.15781920523400172
amdususd,610,366,244,4,83,100,0.5552639166172522,1.1414022942167819,0.6892498398793054,-0.6061273984352633,4,6.19672131147541,0.006196721311475411,9,18.59016393442623,0.018590163934426238,1.3802029788090888,-1.3060184385347686,-2.6491291472066973,0.6892498398793054
