enabled,reference,reference_train_vol,fallback_used,scalar,unclipped_scalar,target_vol,min_leverage,max_leverage,clipped,apply_to_ml
True,bl,0.016102254323284573,False,6.210310556044043,6.210310556044043,0.1,0.25,12.0,False,False
