datetime,portfolio_return_ml_meta
2018-02-23 00:00:00+00:00,9.587557583342864e-05
2018-02-25 00:00:00+00:00,1.7619373945689215e-06
2018-02-26 00:00:00+00:00,0.00018165504160711383
2018-02-27 00:00:00+00:00,-0.00021345736757172445
2018-02-28 00:00:00+00:00,-7.241741447796154e-05
2018-03-01 00:00:00+00:00,-8.330439003786774e-05
2018-03-02 00:00:00+00:00,-4.41214428071441e-05
2018-03-04 00:00:00+00:00,1.3797420480476604e-06
2018-03-05 00:00:00+00:00,3.616284592597071e-05
2018-03-06 00:00:00+00:00,5.3675830341646464e-05
2018-03-07 00:00:00+00:00,-1.1450218645014343e-05
2018-03-08 00:00:00+00:00,9.783779500907384e-05
2018-03-09 00:00:00+00:00,9.201137249003052e-05
2018-03-11 00:00:00+00:00,-2.3101034592821052e-06
2018-03-12 00:00:00+00:00,7.146045138526826e-05
2018-03-13 00:00:00+00:00,-9.164552945764138e-05
2018-03-14 00:00:00+00:00,-6.031795038353285e-05
2018-03-15 00:00:00+00:00,1.1810018021865339e-05
2018-03-16 00:00:00+00:00,-2.4439721995193165e-05
2018-03-18 00:00:00+00:00,9.920683919982889e-07
2018-03-19 00:00:00+00:00,-0.00010776174034232816
2018-03-20 00:00:00+00:00,8.203648087995363e-05
2018-03-21 00:00:00+00:00,-3.2110241088843465e-05
2018-03-22 00:00:00+00:00,-9.976341826047357e-05
2018-03-23 00:00:00+00:00,0.0002742270980482432
2018-03-25 00:00:00+00:00,6.25426679214197e-07
2018-03-26 00:00:00+00:00,5.640952287027702e-05
2018-03-27 00:00:00+00:00,-8.657929879842765e-05
2018-03-28 00:00:00+00:00,-5.778484365893997e-05
2018-03-29 00:00:00+00:00,6.047989402810275e-05
2018-03-30 00:00:00+00:00,-2.9250040178378227e-06
2018-04-01 00:00:00+00:00,2.8274314821091502e-06
2018-04-02 00:00:00+00:00,-9.716677729851033e-05
2018-04-03 00:00:00+00:00,-9.506082136045236e-05
2018-04-04 00:00:00+00:00,-4.7352747995116905e-05
2018-04-05 00:00:00+00:00,5.8191869104939775e-05
2018-04-06 00:00:00+00:00,-0.00010629015720083824
2018-04-08 00:00:00+00:00,6.060722392398187e-07
2018-04-09 00:00:00+00:00,7.2357572819937405e-06
2018-04-10 00:00:00+00:00,0.00011371126461678697
2018-04-11 00:00:00+00:00,-3.236596300234704e-05
2018-04-12 00:00:00+00:00,5.0885023712021805e-05
2018-04-13 00:00:00+00:00,-4.7476006629024956e-05
2018-04-15 00:00:00+00:00,9.142803842051493e-07
2018-04-16 00:00:00+00:00,4.280701123254179e-05
2018-04-17 00:00:00+00:00,0.00015261989384535046
2018-04-18 00:00:00+00:00,9.809765562341586e-05
2018-04-19 00:00:00+00:00,-8.447436326570027e-05
2018-04-20 00:00:00+00:00,-0.00010232539195190703
2018-04-22 00:00:00+00:00,6.427321767956874e-06
2018-04-23 00:00:00+00:00,5.143277676341559e-05
2018-04-24 00:00:00+00:00,-2.939633259934359e-05
2018-04-25 00:00:00+00:00,7.64570060745713e-05
2018-04-26 00:00:00+00:00,0.0001417468479851936
2018-04-27 00:00:00+00:00,7.501606299408095e-05
2018-04-29 00:00:00+00:00,2.528683667659245e-06
2018-04-30 00:00:00+00:00,-2.763744772567346e-05
2018-05-01 00:00:00+00:00,3.5370309420726476e-05
2018-05-02 00:00:00+00:00,-0.00011291326467397213
2018-05-03 00:00:00+00:00,3.317823845146664e-05
2018-05-04 00:00:00+00:00,6.863440675076808e-05
2018-05-06 00:00:00+00:00,-1.4298002568370447e-07
2018-05-07 00:00:00+00:00,6.07832140657318e-06
2018-05-08 00:00:00+00:00,2.7036531168068998e-05
2018-05-09 00:00:00+00:00,2.5666198362345438e-05
2018-05-10 00:00:00+00:00,4.985677966194902e-05
2018-05-11 00:00:00+00:00,2.4856115003803353e-05
2018-05-13 00:00:00+00:00,-1.8377350006687904e-06
2018-05-14 00:00:00+00:00,-4.792845360656922e-07
2018-05-15 00:00:00+00:00,1.4982207447659269e-05
2018-05-16 00:00:00+00:00,6.027972455561009e-05
2018-05-17 00:00:00+00:00,2.8380126607178286e-05
2018-05-18 00:00:00+00:00,4.349653868491196e-05
2018-05-20 00:00:00+00:00,2.129020433344705e-06
2018-05-21 00:00:00+00:00,5.611721774154986e-05
2018-05-22 00:00:00+00:00,-2.7009325419806944e-05
2018-05-23 00:00:00+00:00,0.00011625966682416098
2018-05-24 00:00:00+00:00,3.0347779206285913e-05
2018-05-25 00:00:00+00:00,6.91622201166346e-05
2018-05-27 00:00:00+00:00,-5.9524452098487685e-06
2018-05-28 00:00:00+00:00,1.6737379874498454e-06
2018-05-29 00:00:00+00:00,2.02848153315622e-05
2018-05-30 00:00:00+00:00,1.5585991354045016e-06
2018-05-31 00:00:00+00:00,-1.9596889334611816e-05
2018-06-01 00:00:00+00:00,2.0607655077035027e-05
2018-06-03 00:00:00+00:00,-2.1906490826264683e-06
2018-06-04 00:00:00+00:00,3.556718902258561e-05
2018-06-05 00:00:00+00:00,-5.8224705696719004e-06
2018-06-06 00:00:00+00:00,-1.1817912859461315e-05
2018-06-07 00:00:00+00:00,1.159162871572225e-05
2018-06-08 00:00:00+00:00,2.691487951761851e-06
2018-06-10 00:00:00+00:00,-2.3905332927492297e-06
2018-06-11 00:00:00+00:00,2.0144716246605424e-05
2018-06-12 00:00:00+00:00,-2.640540055205002e-06
2018-06-13 00:00:00+00:00,-3.7410975779237924e-05
2018-06-14 00:00:00+00:00,3.261032554859145e-05
2018-06-15 00:00:00+00:00,-2.565920823588783e-05
2018-06-17 00:00:00+00:00,-1.0151936613984036e-07
2018-06-18 00:00:00+00:00,7.073276581734081e-06
2018-06-19 00:00:00+00:00,-4.069303979903447e-06
2018-06-20 00:00:00+00:00,5.163513178392535e-06
2018-06-21 00:00:00+00:00,-4.4837487442335225e-06
2018-06-22 00:00:00+00:00,7.450534892169212e-07
2018-06-24 00:00:00+00:00,-0.0
2018-06-25 00:00:00+00:00,-4.832092133912692e-05
2018-06-26 00:00:00+00:00,-1.956668870878392e-06
2018-06-27 00:00:00+00:00,-4.426002077111639e-06
2018-06-28 00:00:00+00:00,7.756418059685418e-07
2018-06-29 00:00:00+00:00,5.04929069590716e-06
2018-07-01 00:00:00+00:00,0.0
2018-07-02 00:00:00+00:00,-7.728541701612349e-05
2018-07-03 00:00:00+00:00,6.06470797126482e-06
2018-07-04 00:00:00+00:00,-4.216640892237306e-06
2018-07-05 00:00:00+00:00,2.073701909604031e-05
2018-07-06 00:00:00+00:00,5.1597558717164135e-06
2018-07-08 00:00:00+00:00,0.0
2018-07-09 00:00:00+00:00,6.79871633930125e-05
2018-07-10 00:00:00+00:00,1.0494270043229241e-05
2018-07-11 00:00:00+00:00,-3.697361814365279e-05
2018-07-12 00:00:00+00:00,2.527486669289669e-05
2018-07-13 00:00:00+00:00,1.2480602802492097e-06
2018-07-15 00:00:00+00:00,0.0
2018-07-16 00:00:00+00:00,-7.120790384578644e-07
2018-07-17 00:00:00+00:00,9.896921672224213e-06
2018-07-18 00:00:00+00:00,2.515935724001414e-06
2018-07-19 00:00:00+00:00,-1.0045060698593239e-05
2018-07-20 00:00:00+00:00,-5.759868170543965e-06
2018-07-22 00:00:00+00:00,0.0
2018-07-23 00:00:00+00:00,-1.1018286361848766e-05
2018-07-24 00:00:00+00:00,1.1495073221166464e-07
2018-07-25 00:00:00+00:00,3.585111197427418e-05
2018-07-26 00:00:00+00:00,2.738840659988431e-05
2018-07-27 00:00:00+00:00,2.4130796438545307e-06
2018-07-29 00:00:00+00:00,0.0
2018-07-30 00:00:00+00:00,-4.492058861125694e-05
2018-07-31 00:00:00+00:00,-4.065809770186889e-05
2018-08-01 00:00:00+00:00,0.00012990865450924715
2018-08-02 00:00:00+00:00,0.00010689762266876956
2018-08-03 00:00:00+00:00,1.95333672315508e-05
2018-08-06 00:00:00+00:00,4.6192721927761076e-05
2018-08-07 00:00:00+00:00,1.2611871294571192e-05
2018-08-08 00:00:00+00:00,1.6587193591876297e-05
2018-08-09 00:00:00+00:00,3.555233495662471e-05
2018-08-10 00:00:00+00:00,-1.977900262820954e-05
2018-08-13 00:00:00+00:00,6.725887402571277e-06
2018-08-14 00:00:00+00:00,3.0264085915136988e-05
2018-08-15 00:00:00+00:00,-5.364366432370921e-05
2018-08-16 00:00:00+00:00,1.48691602785472e-05
2018-08-17 00:00:00+00:00,6.780466558564425e-07
2018-08-20 00:00:00+00:00,6.67556366521579e-06
2018-08-21 00:00:00+00:00,-1.7426509296715175e-05
2018-08-22 00:00:00+00:00,3.150499658205729e-05
2018-08-23 00:00:00+00:00,-1.582340251086204e-05
2018-08-24 00:00:00+00:00,3.675347215227476e-05
2018-08-27 00:00:00+00:00,6.502850437281974e-05
2018-08-28 00:00:00+00:00,2.8137621932671726e-05
2018-08-29 00:00:00+00:00,5.2501802136355714e-05
2018-08-30 00:00:00+00:00,-7.046380596831068e-06
2018-08-31 00:00:00+00:00,1.2547443705744647e-05
2018-09-03 00:00:00+00:00,-5.4156171193924645e-06
2018-09-04 00:00:00+00:00,-6.388052244085854e-06
2018-09-05 00:00:00+00:00,-2.9954976478136192e-05
2018-09-06 00:00:00+00:00,-8.794241815777215e-06
2018-09-07 00:00:00+00:00,3.0906837554222188e-06
2018-09-10 00:00:00+00:00,-1.5783760843786412e-07
2018-09-11 00:00:00+00:00,2.31878910510995e-05
2018-09-12 00:00:00+00:00,1.9639793250383477e-05
2018-09-13 00:00:00+00:00,-3.246067805300904e-06
2018-09-14 00:00:00+00:00,8.954777987074861e-06
2018-09-17 00:00:00+00:00,-5.147254219173844e-05
2018-09-18 00:00:00+00:00,1.5184013550244122e-05
2018-09-19 00:00:00+00:00,-8.723956298242018e-06
2018-09-20 00:00:00+00:00,2.3983450795827283e-05
2018-09-21 00:00:00+00:00,-1.9664162019378382e-07
2018-09-24 00:00:00+00:00,8.17895304520741e-06
2018-09-25 00:00:00+00:00,1.2720121570449362e-06
2018-09-26 00:00:00+00:00,-2.4172413206217047e-06
2018-09-27 00:00:00+00:00,4.6960969652105806e-05
2018-09-28 00:00:00+00:00,1.6930718023546918e-06
2018-10-01 00:00:00+00:00,9.33792745189043e-05
2018-10-02 00:00:00+00:00,-1.3543821691764645e-05
2018-10-03 00:00:00+00:00,5.003761425810763e-06
2018-10-04 00:00:00+00:00,-2.1156232842872653e-05
2018-10-05 00:00:00+00:00,-1.1113609268029605e-05
2018-10-07 00:00:00+00:00,0.0
2018-10-08 00:00:00+00:00,-1.8534243842725274e-05
2018-10-09 00:00:00+00:00,-2.4385948986683295e-06
2018-10-10 00:00:00+00:00,-1.9271388040654638e-05
2018-10-11 00:00:00+00:00,-2.865268922286344e-05
2018-10-12 00:00:00+00:00,6.127329694002578e-06
2018-10-14 00:00:00+00:00,0.0
2018-10-15 00:00:00+00:00,-4.450512512523613e-06
2018-10-16 00:00:00+00:00,1.6777010986950464e-05
2018-10-17 00:00:00+00:00,9.927541702226371e-07
2018-10-18 00:00:00+00:00,-6.749901499794164e-07
2018-10-19 00:00:00+00:00,-1.455517234146642e-05
2018-10-21 00:00:00+00:00,0.0
2018-10-22 00:00:00+00:00,1.049381038290955e-05
2018-10-23 00:00:00+00:00,-1.1616476735330102e-06
2018-10-24 00:00:00+00:00,-9.0486109669888e-07
2018-10-25 00:00:00+00:00,-5.696595885549163e-06
2018-10-26 00:00:00+00:00,-1.5164487269208778e-05
2018-10-28 00:00:00+00:00,0.0
2018-10-29 00:00:00+00:00,1.8573783221592145e-05
2018-10-30 00:00:00+00:00,4.270686049787958e-06
2018-10-31 00:00:00+00:00,-3.590679600488861e-07
2018-11-01 00:00:00+00:00,6.669939099309017e-06
2018-11-02 00:00:00+00:00,2.957778710073046e-05
2018-11-04 00:00:00+00:00,-6.680392890300379e-06
2018-11-05 00:00:00+00:00,3.538917489088917e-05
2018-11-06 00:00:00+00:00,-1.1441823814708841e-05
2018-11-07 00:00:00+00:00,0.00023197868997933374
2018-11-08 00:00:00+00:00,8.425727901381881e-05
2018-11-09 00:00:00+00:00,-5.068330259289878e-05
2018-11-11 00:00:00+00:00,1.225216911099215e-06
2018-11-12 00:00:00+00:00,-0.00012936572914374304
2018-11-13 00:00:00+00:00,-2.356818360198364e-05
2018-11-14 00:00:00+00:00,-8.519134057791124e-05
2018-11-15 00:00:00+00:00,9.543044805121007e-06
2018-11-16 00:00:00+00:00,7.997006255188267e-07
2018-11-18 00:00:00+00:00,-1.4046137911875082e-07
2018-11-19 00:00:00+00:00,-0.00013423130829351472
2018-11-20 00:00:00+00:00,0.0004347360109198546
2018-11-21 00:00:00+00:00,4.657777458794088e-05
2018-11-22 00:00:00+00:00,-7.36734947506992e-06
2018-11-23 00:00:00+00:00,-5.656712770495795e-06
2018-11-25 00:00:00+00:00,3.244887228889179e-07
2018-11-26 00:00:00+00:00,9.221004068856244e-05
2018-11-27 00:00:00+00:00,-3.432649932578561e-05
2018-11-28 00:00:00+00:00,0.0003530614349642879
2018-11-29 00:00:00+00:00,-5.572353371556136e-06
2018-11-30 00:00:00+00:00,8.383734750320582e-05
2018-12-02 00:00:00+00:00,2.133678461418798e-06
2018-12-03 00:00:00+00:00,9.207094661747674e-05
2018-12-04 00:00:00+00:00,-7.704959088724351e-05
2018-12-05 00:00:00+00:00,-4.679881379966338e-05
2018-12-06 00:00:00+00:00,-5.4703624967900986e-05
2018-12-07 00:00:00+00:00,-7.512796954232547e-05
2018-12-09 00:00:00+00:00,1.3266810037707877e-06
2018-12-10 00:00:00+00:00,-4.904771097147531e-05
2018-12-11 00:00:00+00:00,8.463432955580249e-05
2018-12-12 00:00:00+00:00,5.7719559220114674e-05
2018-12-13 00:00:00+00:00,-2.2128152717596577e-05
2018-12-14 00:00:00+00:00,-0.00020259117411124402
2018-12-16 00:00:00+00:00,1.0264784939633698e-06
2018-12-17 00:00:00+00:00,-0.0001260835794255464
2018-12-18 00:00:00+00:00,-7.871463248546037e-05
2018-12-19 00:00:00+00:00,-3.435642246453519e-05
2018-12-20 00:00:00+00:00,-0.00013799897433721135
2018-12-21 00:00:00+00:00,0.0002661920983105357
2018-12-23 00:00:00+00:00,1.2670710775282145e-06
2018-12-24 00:00:00+00:00,-0.0001389265868594529
2018-12-25 00:00:00+00:00,-0.0
2018-12-26 00:00:00+00:00,0.0004375947218519397
2018-12-27 00:00:00+00:00,-5.8989183960819316e-05
2018-12-28 00:00:00+00:00,0.00011846666545577092
2018-12-30 00:00:00+00:00,1.1851059032437333e-06
2018-12-31 00:00:00+00:00,0.00010272041831797059
2019-01-01 00:00:00+00:00,-7.86560332962595e-06
2019-01-02 00:00:00+00:00,-0.00028058888501750087
2019-01-03 00:00:00+00:00,-0.0004935752139170163
2019-01-04 00:00:00+00:00,0.0007620237284097287
2019-01-06 00:00:00+00:00,2.0268122107175354e-06
2019-01-07 00:00:00+00:00,0.00017689548511282973
2019-01-08 00:00:00+00:00,0.0001591690370557672
2019-01-09 00:00:00+00:00,5.2585245784589206e-05
2019-01-10 00:00:00+00:00,-3.2563309454175744e-05
2019-01-11 00:00:00+00:00,5.570584558051718e-05
2019-01-13 00:00:00+00:00,-1.7067599976552469e-06
2019-01-14 00:00:00+00:00,-0.00016688487898550928
2019-01-15 00:00:00+00:00,0.00028189549653370494
2019-01-16 00:00:00+00:00,6.497817898161448e-05
2019-01-17 00:00:00+00:00,6.909842086913316e-05
2019-01-18 00:00:00+00:00,0.00017710870250091824
2019-01-20 00:00:00+00:00,-9.231591173900786e-07
2019-01-21 00:00:00+00:00,1.8876128711430694e-05
2019-01-22 00:00:00+00:00,-6.829137122986231e-05
2019-01-23 00:00:00+00:00,5.763344676137123e-05
2019-01-24 00:00:00+00:00,2.0472988952396063e-05
2019-01-25 00:00:00+00:00,0.00011499978387921611
2019-01-27 00:00:00+00:00,-1.025802836961583e-06
2019-01-28 00:00:00+00:00,1.2835249525197828e-06
2019-01-29 00:00:00+00:00,-2.7809721705489005e-05
2019-01-30 00:00:00+00:00,0.00016319041694697227
2019-01-31 00:00:00+00:00,0.00018664736094650933
2019-02-01 00:00:00+00:00,0.00025157290229841105
2019-02-03 00:00:00+00:00,-3.499669598609209e-07
2019-02-04 00:00:00+00:00,7.03574995844098e-05
2019-02-05 00:00:00+00:00,0.000252559779997447
2019-02-06 00:00:00+00:00,-1.3709772124485145e-05
2019-02-07 00:00:00+00:00,7.42771032417835e-05
2019-02-08 00:00:00+00:00,2.2954435134987376e-05
2019-02-10 00:00:00+00:00,1.1783741049521039e-06
2019-02-11 00:00:00+00:00,6.57305402307657e-05
2019-02-12 00:00:00+00:00,0.00018718872865312365
2019-02-13 00:00:00+00:00,0.00012226057954410198
2019-02-14 00:00:00+00:00,-6.751321077725095e-05
2019-02-15 00:00:00+00:00,3.867261535033973e-05
2019-02-17 00:00:00+00:00,1.7937551382513843e-07
2019-02-18 00:00:00+00:00,2.3478545208101982e-06
2019-02-19 00:00:00+00:00,5.565213541683932e-05
2019-02-20 00:00:00+00:00,6.0820445876006876e-05
2019-02-21 00:00:00+00:00,-1.7344563911754584e-05
2019-02-22 00:00:00+00:00,8.432296832783424e-05
2019-02-24 00:00:00+00:00,2.5794936742229694e-07
2019-02-25 00:00:00+00:00,1.1565012292221166e-05
2019-02-26 00:00:00+00:00,-4.4094171462031444e-05
2019-02-27 00:00:00+00:00,2.031805825762916e-05
2019-02-28 00:00:00+00:00,-5.825443061830085e-05
2019-03-01 00:00:00+00:00,0.0002916269628450568
2019-03-03 00:00:00+00:00,-4.4106427419118333e-07
2019-03-04 00:00:00+00:00,-7.629257449021608e-06
2019-03-05 00:00:00+00:00,-1.0217271597737661e-05
2019-03-06 00:00:00+00:00,-2.73933348969861e-05
2019-03-07 00:00:00+00:00,-1.9215289453567512e-06
2019-03-08 00:00:00+00:00,-2.355563375067111e-05
2019-03-10 00:00:00+00:00,-3.389514661605542e-07
2019-03-11 00:00:00+00:00,2.1369002300027486e-05
2019-03-12 00:00:00+00:00,2.4283547232834986e-05
2019-03-13 00:00:00+00:00,4.344050868018671e-05
2019-03-14 00:00:00+00:00,1.1916218916337497e-05
2019-03-15 00:00:00+00:00,3.96975891563178e-05
2019-03-17 00:00:00+00:00,5.841893525761317e-07
2019-03-18 00:00:00+00:00,8.199960904937526e-06
2019-03-19 00:00:00+00:00,6.614476323472386e-05
2019-03-20 00:00:00+00:00,-1.72632958563511e-05
2019-03-21 00:00:00+00:00,5.974735626466996e-05
2019-03-22 00:00:00+00:00,-9.658902352962547e-05
2019-03-24 00:00:00+00:00,7.294002509083575e-07
2019-03-25 00:00:00+00:00,4.4343125130088696e-05
2019-03-26 00:00:00+00:00,2.181572300662647e-05
2019-03-27 00:00:00+00:00,-5.7628773132036255e-06
2019-03-28 00:00:00+00:00,4.831854954313445e-06
2019-03-29 00:00:00+00:00,3.863650425720892e-05
2019-03-31 00:00:00+00:00,-3.7641700690261175e-06
2019-04-01 00:00:00+00:00,0.0001500523086206956
2019-04-02 00:00:00+00:00,1.8566465908072517e-05
2019-04-03 00:00:00+00:00,-2.2277887666705183e-05
2019-04-04 00:00:00+00:00,1.3560034129842531e-05
2019-04-05 00:00:00+00:00,3.5100072597022306e-05
2019-04-07 00:00:00+00:00,2.291167156965776e-08
2019-04-08 00:00:00+00:00,-6.433496299834063e-06
2019-04-09 00:00:00+00:00,-3.1237385208470484e-06
2019-04-10 00:00:00+00:00,5.330881299824743e-06
2019-04-11 00:00:00+00:00,1.1125684898075377e-05
2019-04-12 00:00:00+00:00,-3.903197348428619e-06
2019-04-14 00:00:00+00:00,-5.318494444369796e-08
2019-04-15 00:00:00+00:00,9.436091408119566e-06
2019-04-16 00:00:00+00:00,1.1189300432194018e-05
2019-04-17 00:00:00+00:00,-2.4748714373291798e-05
2019-04-18 00:00:00+00:00,1.553383607767752e-05
2019-04-19 00:00:00+00:00,-7.025766101950069e-07
2019-04-21 00:00:00+00:00,1.1475765606985458e-07
2019-04-22 00:00:00+00:00,0.0
2019-04-23 00:00:00+00:00,1.171562918538859e-05
2019-04-24 00:00:00+00:00,-2.879664577290134e-06
2019-04-25 00:00:00+00:00,-1.3149670182657897e-06
2019-04-26 00:00:00+00:00,4.009413243459041e-05
2019-04-28 00:00:00+00:00,-4.22936895340392e-09
2019-04-29 00:00:00+00:00,-3.4650151885670486e-05
2019-04-30 00:00:00+00:00,7.667325407623757e-08
2019-05-01 00:00:00+00:00,0.00029102634589061314
2019-05-02 00:00:00+00:00,0.00010800596265487428
2019-05-03 00:00:00+00:00,1.1080047435474293e-05
2019-05-05 00:00:00+00:00,0.0
2019-05-06 00:00:00+00:00,-1.8854563774320186e-05
2019-05-07 00:00:00+00:00,1.2705468069155686e-06
2019-05-08 00:00:00+00:00,-4.299781541649451e-06
2019-05-09 00:00:00+00:00,5.62486244535281e-06
2019-05-10 00:00:00+00:00,1.6759389267927378e-05
2019-05-12 00:00:00+00:00,-2.7880979789923445e-06
2019-05-13 00:00:00+00:00,-1.6431726560740654e-05
2019-05-14 00:00:00+00:00,2.2481965275596813e-05
2019-05-15 00:00:00+00:00,2.4946380435243425e-05
2019-05-16 00:00:00+00:00,3.4377295396783407e-06
2019-05-17 00:00:00+00:00,-8.068793047240475e-06
2019-05-19 00:00:00+00:00,5.400648074454937e-07
2019-05-20 00:00:00+00:00,-2.3395355576781698e-05
2019-05-21 00:00:00+00:00,-3.73395521906458e-06
2019-05-22 00:00:00+00:00,3.7718089473206888e-06
2019-05-23 00:00:00+00:00,-2.3817686914091576e-05
2019-05-24 00:00:00+00:00,9.795718957997392e-07
2019-05-26 00:00:00+00:00,0.0
2019-05-27 00:00:00+00:00,1.4513914714000577e-05
2019-05-28 00:00:00+00:00,-0.0
2019-05-29 00:00:00+00:00,-1.1994615159291898e-05
2019-05-30 00:00:00+00:00,-9.281324248273381e-08
2019-05-31 00:00:00+00:00,-3.286614388488099e-06
2019-06-02 00:00:00+00:00,-4.0227748572319007e-07
2019-06-03 00:00:00+00:00,-9.995763178420101e-05
2019-06-04 00:00:00+00:00,5.2913794563808953e-05
2019-06-05 00:00:00+00:00,4.077324473181228e-06
2019-06-06 00:00:00+00:00,5.343900355624197e-06
2019-06-07 00:00:00+00:00,2.1395720153056177e-05
2019-06-09 00:00:00+00:00,5.377667958520506e-09
2019-06-10 00:00:00+00:00,2.1179981705794345e-05
2019-06-11 00:00:00+00:00,8.517859019753762e-06
2019-06-12 00:00:00+00:00,-5.023522433903672e-06
2019-06-13 00:00:00+00:00,6.427912193873177e-06
2019-06-14 00:00:00+00:00,-9.596003614157287e-07
2019-06-16 00:00:00+00:00,0.0
2019-06-17 00:00:00+00:00,-1.9116215073090097e-06
2019-06-18 00:00:00+00:00,6.919341928138988e-06
2019-06-19 00:00:00+00:00,7.542680896464175e-07
2019-06-20 00:00:00+00:00,4.065132294984801e-06
2019-06-21 00:00:00+00:00,-5.122962365482863e-06
2019-06-23 00:00:00+00:00,0.0
2019-06-24 00:00:00+00:00,9.732086694731373e-06
2019-06-25 00:00:00+00:00,-7.409353963708574e-06
2019-06-26 00:00:00+00:00,-3.5082045980838854e-07
2019-06-27 00:00:00+00:00,6.185001808581752e-06
2019-06-28 00:00:00+00:00,-2.52353472504799e-07
2019-06-30 00:00:00+00:00,0.0
2019-07-01 00:00:00+00:00,3.568743274712856e-05
2019-07-02 00:00:00+00:00,5.675890649419951e-06
2019-07-03 00:00:00+00:00,2.1442755849477197e-06
2019-07-04 00:00:00+00:00,2.5437744423958498e-06
2019-07-05 00:00:00+00:00,-5.30925971991667e-06
2019-07-07 00:00:00+00:00,2.424670307493627e-07
2019-07-08 00:00:00+00:00,-1.8180512906590138e-06
2019-07-09 00:00:00+00:00,-4.839228038474096e-06
2019-07-10 00:00:00+00:00,-3.531267611259854e-06
2019-07-11 00:00:00+00:00,-3.3614706647880226e-05
2019-07-12 00:00:00+00:00,9.423078359519902e-06
2019-07-14 00:00:00+00:00,0.0
2019-07-15 00:00:00+00:00,1.5500444307212174e-05
2019-07-16 00:00:00+00:00,0.0
2019-07-17 00:00:00+00:00,-0.0
2019-07-18 00:00:00+00:00,-1.3556717004429354e-06
2019-07-19 00:00:00+00:00,4.761925273241482e-06
2019-07-21 00:00:00+00:00,-0.0
2019-07-22 00:00:00+00:00,-7.115738070667545e-07
2019-07-23 00:00:00+00:00,1.6364609699914153e-05
2019-07-24 00:00:00+00:00,0.0
2019-07-25 00:00:00+00:00,-1.0137895893062253e-07
2019-07-26 00:00:00+00:00,4.364056815359328e-06
2019-07-28 00:00:00+00:00,-0.0
2019-07-29 00:00:00+00:00,-3.40459267849325e-07
2019-07-30 00:00:00+00:00,-9.609571427614022e-06
2019-07-31 00:00:00+00:00,1.2103112711408736e-05
2019-08-01 00:00:00+00:00,0.0
2019-08-02 00:00:00+00:00,-1.6139079674548564e-06
2019-08-04 00:00:00+00:00,-9.327933767871861e-08
2019-08-05 00:00:00+00:00,-4.23902155119701e-05
2019-08-06 00:00:00+00:00,7.151335303623522e-06
2019-08-07 00:00:00+00:00,0.0
2019-08-08 00:00:00+00:00,1.4382888604447037e-05
2019-08-09 00:00:00+00:00,-3.914510073930822e-06
2019-08-11 00:00:00+00:00,5.216785376861068e-08
