metric,run_a,run_b,diff
sharpe,-0.014009027700900767,1.0274082707908312,1.041417298491732
annual_return,-0.005439657657343555,0.10325435812630679,0.10869401578365034
annual_volatility,0.09130815591009615,0.10049983152931832,0.00919167561922217
max_drawdown,-0.15070484512189175,-0.1350894806221458,0.01561536449974596
