metric,run_a,run_b,diff
sharpe,0.6263851143159448,1.020866489729128,0.3944813754131832
annual_return,0.06433982717439468,0.10252273385559629,0.03818290668120161
annual_volatility,0.10904349680661991,0.10042717131678913,-0.008616325489830781
max_drawdown,-0.06652179560282157,-0.13836804646065262,-0.07184625085783106
